gameKey,seasonName,date,winner,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_UF,H_TF,H_EJ,H_TO,H_NR,H_TS%,H_eFG%,H_EFF,H_TOV%,H_OREB%,H_FT%,H_AST%,H_AST/TO%,H_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_UF,A_TF,A_EJ,A_TO,A_NR,A_TS%,A_eFG%,A_EFF,A_TOV%,A_OREB%,A_FT%,A_AST%,A_AST/TO%,A_TEAM
S41G01N18,2022-2023,20221023,home,23,0,26,23,49,6,56,23,33,15,1,1,9,6,6,4,90,39,14,30,13,99,99,6,1,11,2700,0,0,0,12,2.1681805958108242,85.71428571428571,85.71428571428571,117,0.0,0.0,0.0,80.0,0.0,전주 KCC,23,2,28,9,37,0,36,21,34,15,1,1,10,4,3,0,71,37,18,36,13,93,81,5,0,12,2700,0,0,0,12,-2.1681805958108242,21.802325581395348,31.25,108,0.0,7.142857142857143,50.0,100.0,0.0,안양 KGC
S41G01N19,2022-2023,20221024,home,20,2,27,10,37,1,50,27,16,6,0,0,20,13,4,0,66,33,15,35,16,85,86,7,0,6,2400,0,1,0,6,30.62560286619815,49.24953095684803,52.94117647058823,106,9.84251968503937,25.0,17.647058823529413,50.0,2.0,창원 LG,11,2,25,15,40,6,42,16,19,6,4,3,20,10,1,3,65,25,18,40,23,66,85,5,1,15,2400,0,0,0,16,-30.62560286619815,34.42796610169492,34.375,64,10.593220338983052,3.5714285714285716,12.5,40.0,1.0,수원 KT
S41G01N20,2022-2023,20221025,away,21,3,21,7,28,4,44,23,21,7,1,1,19,15,3,4,66,31,17,36,29,84,85,7,0,8,2400,0,0,0,8,-16.435875728990283,45.021186440677965,46.875,100,5.592841163310962,12.5,12.5,42.857142857142854,3.0,서울 SK,22,0,25,8,33,3,47,28,21,10,2,1,11,9,2,0,70,39,17,37,20,97,81,6,0,9,2400,0,0,0,9,16.435875728990283,63.888888888888886,63.888888888888886,119,10.0,12.5,0.0,30.0,1.5,울산 현대모비스
S41G01N21,2022-2023,20221025,away,18,1,25,13,38,3,39,22,32,10,1,1,20,14,6,8,72,33,14,28,16,90,92,9,0,10,2400,0,0,0,10,-4.660380973670328,31.725888324873097,30.0,104,18.484288354898336,36.36363636363637,40.0,50.0,0.5,전주 KCC,20,3,22,5,27,6,31,17,33,15,1,1,12,12,3,2,65,33,19,39,23,93,77,8,1,12,2400,0,0,0,13,4.660380973670328,51.98019801980198,61.53846153846154,112,20.833333333333336,3.8461538461538463,38.46153846153846,66.66666666666667,1.0,고양 캐롯
S41G01N22,2022-2023,20221027,home,27,2,18,7,25,9,49,28,18,6,6,6,8,8,8,4,73,40,18,39,23,94,81,6,0,6,2400,0,0,0,6,15.54080697659576,66.66666666666667,66.66666666666667,124,6.25,0.0,0.0,55.55555555555556,5.0,원주 DB,14,1,19,17,36,5,41,21,25,5,5,4,19,16,1,2,71,30,16,32,35,81,90,2,1,12,2400,0,0,0,13,-15.54080697659576,36.824877250409166,39.130434782608695,82,7.861635220125786,21.73913043478261,4.3478260869565215,37.5,1.5,서울 삼성
S41G01N23,2022-2023,20221028,away,13,1,26,8,34,9,45,18,14,3,5,4,23,18,5,4,64,25,17,36,25,71,87,8,0,13,2400,0,0,0,13,-13.737597992842069,38.32116788321168,50.0,79,5.434782608695652,0.0,76.92307692307692,16.666666666666668,1.0,대구 한국가스공사,18,3,28,12,40,3,47,22,27,9,1,1,12,8,6,4,75,32,17,36,18,81,87,8,1,10,2400,0,0,0,11,13.737597992842069,35.1493848857645,41.1764705882353,95,13.786764705882351,7.142857142857143,23.529411764705884,57.142857142857146,1.3333333333333333,울산 현대모비스
S41G01N24,2022-2023,20221028,away,13,6,27,13,40,4,43,20,23,7,2,1,23,16,6,4,68,28,18,43,25,79,91,8,0,19,2400,0,0,0,19,-9.681151121629497,28.173190984578884,33.333333333333336,84,27.85515320334262,10.0,86.66666666666667,25.0,0.125,창원 LG,15,4,25,10,35,2,37,19,27,8,1,1,23,19,2,4,65,28,17,42,14,83,88,9,1,15,2400,0,1,0,16,9.681151121629497,34.9740932642487,44.11764705882353,91,20.27027027027027,12.903225806451612,88.23529411764706,28.571428571428573,0.3333333333333333,안양 KGC
S41G01N25,2022-2023,20221029,away,17,1,24,15,39,3,47,21,25,7,1,1,22,17,2,0,73,29,18,37,22,82,95,6,0,9,2400,0,1,0,9,-6.4614505089471805,41.90962099125364,42.30769230769231,90,0.0,52.94117647058823,3.8461538461538463,44.44444444444444,0.0,전주 KCC,20,6,28,7,35,3,45,27,20,7,3,2,13,8,6,2,68,36,17,42,24,87,81,6,1,10,2400,0,1,0,11,6.4614505089471805,57.117750439367306,67.6470588235294,109,13.786764705882351,11.11111111111111,23.529411764705884,36.36363636363637,1.3333333333333333,원주 DB
S41G01N26,2022-2023,20221029,away,18,3,25,4,29,9,34,14,27,9,1,1,12,12,1,0,62,24,14,28,19,69,74,4,1,13,2400,0,0,0,14,-18.113560226259338,47.05882352941177,47.05882352941177,80,15.0,25.0,0.0,42.857142857142854,1.0,수원 KT,19,6,26,6,32,3,34,15,28,12,1,1,7,7,5,4,63,28,16,33,22,75,70,8,1,9,2400,0,0,0,10,18.113560226259338,43.302540415704385,46.15384615384615,98,12.254901960784313,0.0,23.076923076923077,40.0,1.0,고양 캐롯
S41G01N27,2022-2023,20221029,away,19,8,26,14,40,7,62,26,15,4,2,2,20,18,4,2,79,32,18,45,22,86,99,4,0,9,2700,0,0,0,9,-8.973781247123,38.40782122905028,40.0,106,15.015015015015015,66.66666666666667,30.0,50.0,1.0,서울 SK,15,5,28,15,43,4,53,20,22,8,1,1,29,24,1,0,76,29,19,39,33,90,105,4,0,6,2700,0,0,0,6,8.973781247123,45.07211538461538,56.25,103,8.59106529209622,10.344827586206897,75.0,25.0,1.0,서울 삼성
S41G01N28,2022-2023,20221030,home,21,5,30,6,36,2,32,14,31,10,1,1,12,10,4,0,64,25,19,38,19,70,76,7,1,10,2400,0,0,0,11,6.472157854886419,31.302170283806344,31.818181818181817,89,21.09704641350211,14.285714285714286,81.81818181818181,133.33333333333334,1.0,안양 KGC,10,2,29,21,50,9,47,15,30,6,4,3,19,14,1,0,81,24,18,38,18,68,100,5,0,8,2400,0,0,0,8,-6.472157854886419,41.09589041095891,45.45454545454545,74,3.9682539682539684,16.666666666666668,22.727272727272727,33.333333333333336,3.0,수원 KT
S41G01N29,2022-2023,20221030,away,20,1,16,7,23,5,28,16,34,12,1,1,16,13,2,2,63,29,14,29,25,83,79,9,0,12,2400,0,0,0,12,-13.986040236828558,59.823677581863976,69.23076923076923,92,12.594458438287154,0.0,15.384615384615385,75.0,3.0,고양 캐롯,23,3,25,11,36,2,42,26,24,10,3,2,11,6,6,2,69,38,14,29,20,92,80,10,1,11,2400,0,0,0,12,13.986040236828558,50.30181086519115,58.8235294117647,118,10.06036217303823,20.0,11.764705882352942,62.5,2.5,대구 한국가스공사
S41G01N30,2022-2023,20221030,home,18,1,32,13,45,1,38,14,27,10,2,2,22,17,2,0,67,26,19,42,19,79,89,5,0,11,2400,0,1,0,11,15.26284957102024,46.42857142857143,46.42857142857143,92,26.31578947368421,44.44444444444444,0.0,60.0,0.6,창원 LG,16,2,27,10,37,4,48,20,15,3,2,2,23,15,6,8,65,25,17,43,24,68,88,8,0,10,2400,1,1,1,10,-15.26284957102024,45.955882352941174,58.333333333333336,77,23.094688221709006,5.882352941176471,25.0,71.42857142857143,1.25,울산 현대모비스
S41G01N31,2022-2023,20221031,away,19,5,25,9,34,5,43,21,20,4,1,1,16,13,2,0,64,26,19,41,22,69,80,2,2,11,2400,0,0,0,13,-8.383656803446769,29.52755905511811,31.25,80,18.76172607879925,50.0,18.75,60.0,0.75,전주 KCC,17,1,29,8,37,1,49,24,16,4,0,0,18,15,5,4,65,28,18,38,25,75,83,6,1,8,2400,0,0,0,9,8.383656803446769,47.97441364605543,57.69230769230769,88,6.345177664974619,7.407407407407407,30.76923076923077,42.857142857142854,3.0,서울 SK
S41G01N32,2022-2023,20221101,away,10,2,22,17,39,4,48,26,30,11,0,0,13,9,4,2,78,37,18,38,16,94,91,3,0,8,2400,0,0,0,8,-10.779755221134778,36.662011173184354,45.0,99,4.230118443316413,54.54545454545455,30.0,0.0,0.0,창원 LG,13,3,21,8,29,2,43,22,24,13,0,0,22,19,2,4,67,35,18,37,22,102,89,5,0,6,2400,0,0,0,6,10.779755221134778,40.82914572864322,53.125,113,0.0,15.384615384615385,68.75,42.857142857142854,0.0,원주 DB
S41G01N33,2022-2023,20221101,away,16,5,18,12,30,7,51,19,17,3,2,2,20,13,0,0,70,24,19,40,28,64,90,8,0,13,2400,0,0,0,13,-29.199822895975743,37.98842257597684,44.73684210526316,64,12.175324675324674,44.44444444444444,31.57894736842105,50.0,1.3333333333333333,서울 삼성,16,4,30,8,38,1,45,25,16,5,1,1,16,14,6,4,62,31,18,39,26,81,78,10,0,13,2400,1,0,0,13,29.199822895975743,58.19838056680162,67.85714285714286,104,24.08477842003854,10.0,28.571428571428573,44.44444444444444,0.8,울산 현대모비스
S41G01N34,2022-2023,20221103,away,16,1,19,11,30,4,44,22,22,7,0,0,22,16,1,2,66,29,16,35,30,81,88,4,0,9,2400,0,0,0,9,-25.99563985334717,44.80286738351254,50.0,84,9.380863039399625,22.22222222222222,16.666666666666668,50.0,2.0,대구 한국가스공사,19,3,23,7,30,4,30,18,31,15,1,0,19,16,2,4,62,33,18,41,25,97,81,6,0,8,2400,0,0,0,8,25.99563985334717,59.523809523809526,66.66666666666667,119,15.527950310559007,5.0,20.0,62.5,1.6666666666666667,수원 KT
S41G01N35,2022-2023,20221103,away,17,4,23,7,30,5,35,17,29,11,4,4,17,9,2,0,68,32,14,30,28,84,85,4,0,12,2400,0,0,0,12,-19.998101841214037,35.475792988313856,54.54545454545455,88,16.703786191536746,0.0,81.81818181818181,20.0,0.3333333333333333,원주 DB,25,3,32,13,45,2,43,22,33,14,2,1,15,11,5,0,78,37,15,30,19,99,93,9,0,8,2400,0,0,0,8,19.998101841214037,56.52173913043478,56.52173913043478,130,0.0,14.814814814814815,0.0,50.0,0.0,안양 KGC
S41G01N36,2022-2023,20221104,home,16,1,32,15,47,1,36,16,23,8,3,3,20,16,2,0,62,27,19,38,27,78,82,5,2,17,2400,1,0,0,19,11.038295379658805,42.51700680272109,62.5,90,20.491803278688526,33.333333333333336,66.66666666666667,42.857142857142854,0.75,서울 삼성,18,0,21,8,29,5,37,16,32,9,1,1,16,14,2,2,70,26,17,38,27,75,86,9,1,9,2400,0,0,0,10,-11.038295379658805,36.569148936170215,37.5,80,14.771048744460858,17.94871794871795,35.0,28.571428571428573,0.5,고양 캐롯
S41G01N37,2022-2023,20221105,home,18,2,28,12,40,5,31,14,32,9,5,5,15,8,4,0,68,28,20,40,13,73,83,7,0,13,2400,0,0,0,13,1.2218635099991104,38.956639566395665,55.55555555555556,85,8.503401360544219,42.857142857142854,44.44444444444444,75.0,3.0,안양 KGC,15,1,26,13,39,3,47,23,27,6,0,0,8,8,6,2,74,29,16,37,15,72,82,8,1,11,2400,0,0,0,12,-1.2218635099991104,51.594746716697934,55.88235294117647,81,14.071294559099437,6.666666666666667,17.647058823529413,75.0,2.0,대구 한국가스공사
S41G01N38,2022-2023,20221105,away,21,3,20,9,29,3,39,19,27,9,1,1,8,6,5,0,67,29,18,39,27,73,75,7,0,8,2400,0,0,0,8,-17.69363276313652,34.64818763326226,42.30769230769231,88,21.321961620469086,22.22222222222222,30.76923076923077,100.0,1.25,수원 KT,20,1,28,12,40,3,49,24,19,10,0,0,13,10,5,4,68,34,15,30,23,88,81,4,0,10,2400,0,0,0,10,17.69363276313652,55.88235294117647,55.88235294117647,109,15.0,9.090909090909092,0.0,62.5,1.6666666666666667,전주 KCC
S41G01N39,2022-2023,20221105,home,21,4,26,15,41,3,54,26,15,5,4,4,19,11,6,4,73,35,18,38,23,86,92,7,0,9,2400,0,0,0,9,6.291419927691081,49.17184265010352,56.666666666666664,107,10.91703056768559,37.5,20.0,62.5,2.5,원주 DB,21,4,25,16,41,2,51,25,21,5,0,0,23,16,7,2,72,30,19,40,15,81,95,8,0,9,2400,0,1,0,9,-6.291419927691081,26.595744680851066,28.571428571428573,99,0.0,21.21212121212121,23.80952380952381,33.333333333333336,0.0,울산 현대모비스
S41G01N40,2022-2023,20221106,home,17,0,30,10,40,1,40,19,25,8,0,0,10,9,2,0,65,27,20,42,24,71,75,4,0,9,2400,0,0,0,9,13.684890520875825,42.51700680272109,54.166666666666664,85,16.198704103671705,28.571428571428573,66.66666666666667,80.0,1.3333333333333333,서울 삼성,14,0,26,18,44,1,40,13,28,7,0,0,20,15,0,0,68,20,16,33,23,62,88,4,2,10,2400,0,0,0,12,-13.684890520875825,35.95600676818951,40.0,60,10.183299389002036,6.25,40.0,80.0,2.0,전주 KCC
S41G01N41,2022-2023,20221106,away,12,4,18,8,26,2,49,23,11,3,1,0,11,7,4,2,61,26,18,37,25,62,72,10,1,13,2400,0,0,0,14,-18.26947140203653,20.833333333333336,16.666666666666668,63,26.041666666666668,10.0,41.666666666666664,100.0,0.4,대구 한국가스공사,14,4,27,11,38,3,36,22,25,8,0,0,11,8,4,4,61,30,14,28,14,76,72,8,1,17,2400,0,0,0,18,18.26947140203653,50.63965884861407,57.69230769230769,91,28.901734104046245,18.181818181818183,30.76923076923077,71.42857142857143,0.8333333333333334,창원 LG
S41G01N42,2022-2023,20221106,home,23,3,25,9,34,2,39,24,30,17,0,0,20,13,1,0,69,41,18,40,28,112,89,6,0,7,2400,1,0,0,7,30.611356043171753,46.92192192192192,52.77777777777778,138,8.8339222614841,55.55555555555556,33.333333333333336,22.22222222222222,1.0,고양 캐롯,27,0,21,11,32,3,45,23,25,9,0,0,23,15,0,0,70,32,17,39,21,88,93,5,0,6,2400,0,1,0,6,-30.611356043171753,40.94827586206897,50.0,103,14.150943396226415,10.714285714285714,31.25,57.142857142857146,1.3333333333333333,울산 현대모비스
S41G01N43,2022-2023,20221106,home,17,3,28,8,36,1,39,20,22,10,1,1,7,4,2,0,62,31,16,32,27,76,69,2,0,10,2400,0,0,0,10,2.9156935828412855,44.4264943457189,52.63157894736842,91,4.595588235294118,41.666666666666664,21.05263157894737,75.0,6.0,수원 KT,17,2,23,12,35,1,40,18,26,8,1,1,16,12,3,0,67,27,16,33,21,74,83,6,1,5,2400,0,0,0,6,-2.9156935828412855,21.186440677966104,25.0,85,19.157088122605366,9.67741935483871,12.5,50.0,0.5,서울 SK
S41G01N44,2022-2023,20221110,home,17,2,20,11,31,3,46,27,28,13,2,2,7,5,5,2,76,42,17,34,25,102,83,8,0,8,2400,0,0,0,8,16.662560406310433,66.43700787401575,75.0,119,0.0,16.666666666666668,18.75,40.0,0.0,고양 캐롯,16,1,20,10,30,5,48,28,19,6,2,2,19,14,5,8,69,36,17,34,22,92,88,6,0,11,2400,0,0,0,11,-16.662560406310433,32.44274809160306,34.21052631578947,101,8.620689655172415,13.043478260869565,26.31578947368421,66.66666666666667,2.0,서울 SK
S41G01N45,2022-2023,20221110,away,9,5,25,11,36,3,35,17,24,4,1,1,14,12,5,6,60,22,15,31,23,60,74,8,0,16,2400,0,0,0,16,-8.378042668991014,26.881720430107524,25.0,65,35.2112676056338,11.11111111111111,16.666666666666668,100.0,0.42857142857142855,안양 KGC,11,2,24,16,40,4,45,19,23,6,2,2,12,7,1,0,70,27,18,38,29,67,82,13,0,13,2400,0,0,0,13,8.378042668991014,29.61082910321489,33.333333333333336,76,18.484288354898336,10.714285714285714,40.0,20.0,0.25,서울 삼성
S41G01N46,2022-2023,20221112,home,17,1,25,12,37,4,48,22,18,8,0,0,20,20,3,4,66,30,17,34,19,88,86,5,0,10,2400,0,0,0,10,18.46610179943515,56.584362139917694,58.333333333333336,106,9.784735812133071,33.333333333333336,5.555555555555555,33.333333333333336,1.5,전주 KCC,12,2,20,17,37,2,45,27,28,3,1,1,12,8,3,4,74,31,17,36,23,73,86,7,1,9,2400,1,0,0,10,-18.46610179943515,42.45283018867924,53.57142857142857,76,27.027027027027028,10.714285714285714,35.714285714285715,28.571428571428573,0.3333333333333333,원주 DB
S41G01N47,2022-2023,20221113,away,15,1,25,6,31,3,40,15,17,7,3,3,21,15,1,0,60,25,18,40,35,72,81,4,1,11,2400,0,0,0,12,-14.648994411283866,29.38871473354232,28.571428571428573,73,22.202486678507995,37.5,57.142857142857146,25.0,0.2,서울 삼성,18,2,27,9,36,4,35,16,26,11,0,0,24,16,4,4,61,27,17,36,37,81,85,5,0,10,2400,0,0,0,10,14.648994411283866,59.86590038314176,66.66666666666667,94,5.030181086519115,7.407407407407407,11.11111111111111,40.0,4.0,고양 캐롯
