gameKey,seasonName,date,winner,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_MIN_M,H_MIN_S,H_UF,H_TF,H_TOM,H_EJ,H_EFF,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_MIN_M,A_MIN_S,A_UF,A_TF,A_TOM,A_EJ,A_EFF
S45G01N137,2024-2025,20250111,away,고양 소노,20,1,20,12,32,1,31,18,30,10,1,1,7,2,4,2,62,29,19,23,35,70,69,6,0,13,40.0,40.0,2400,0,0,6,0,79,부산 KCC,10,1,19,10,29,5,39,20,15,4,3,3,17,15,5,4,57,27,18,18,18,73,74,8,2,9,40.0,40.0,2400,0,0,12,0,83
S45G01N138,2024-2025,20250112,away,원주 DB,18,8,29,10,39,0,33,13,30,8,2,2,20,15,4,2,65,23,16,17,19,69,85,8,0,20,40.0,40.0,2400,0,0,9,0,75,울산 현대모비스,18,4,32,17,49,1,65,30,14,3,8,8,11,9,12,14,87,41,19,22,19,94,98,17,1,11,40.0,40.0,2400,0,0,18,0,123
S45G01N139,2024-2025,20250112,home,안양 정관장,15,2,29,6,35,4,41,20,22,8,0,0,12,10,3,0,63,28,18,21,12,74,75,3,0,12,40.0,40.0,2400,0,0,8,0,84,대구 한국가스공사,17,5,26,19,45,5,40,17,36,5,3,3,17,12,3,2,79,25,18,19,19,67,96,6,2,7,40.0,40.0,2400,1,0,11,0,77
S45G01N140,2024-2025,20250112,away,고양 소노,15,2,21,11,32,3,27,10,37,10,2,1,8,5,3,2,66,21,17,17,22,57,74,6,1,13,40.0,40.0,2400,0,0,8,0,53,서울 SK,18,5,28,7,35,4,33,17,26,12,4,4,8,6,8,6,63,33,12,11,20,84,71,10,1,9,40.0,40.0,2400,1,0,12,0,114
S45G01N141,2024-2025,20250113,away,부산 KCC,12,4,17,10,27,5,42,19,19,7,0,0,13,10,2,2,61,26,15,15,20,69,74,5,0,15,40.0,40.0,2400,0,0,8,0,69,서울 삼성,22,1,25,5,30,2,35,21,25,10,3,3,4,3,4,2,63,34,17,20,34,81,67,7,1,13,40.0,40.0,2400,0,1,12,0,99
S45G01N142,2024-2025,20250113,away,수원 KT,21,1,21,12,33,5,40,20,21,6,2,2,14,8,2,0,63,28,14,14,20,70,77,4,0,8,40.0,40.0,2400,0,0,7,0,85,창원 LG,21,2,24,10,34,4,44,19,28,12,0,0,4,4,2,2,72,31,17,18,16,78,76,5,1,5,40.0,40.0,2400,0,0,7,0,97
S45G01N143,2024-2025,20250114,home,원주 DB,18,6,27,7,34,1,34,19,30,11,0,0,13,9,7,6,64,30,16,15,18,80,77,8,2,8,40.0,40.0,2400,1,0,11,0,99,대구 한국가스공사,15,1,27,18,45,2,41,15,33,10,2,2,6,4,2,0,76,27,19,21,27,68,82,3,3,13,40.0,40.0,2400,0,0,11,0,67
S45G01N144,2024-2025,20250114,home,서울 SK,23,0,27,13,40,3,36,19,32,12,2,2,6,6,6,4,70,33,16,16,19,84,76,6,1,9,40.0,40.0,2400,0,0,14,0,109,안양 정관장,15,3,22,11,33,3,36,16,33,10,2,2,6,3,4,4,71,28,14,14,15,69,77,5,0,10,40.0,40.0,2400,0,0,7,0,72
S45G01N145,2024-2025,20250115,home,창원 LG,21,5,26,10,36,12,43,20,26,9,1,1,16,15,2,0,70,30,19,21,27,84,86,5,0,7,40.0,40.0,2400,0,0,7,0,115,서울 삼성,19,4,28,7,35,1,32,14,37,15,0,0,12,6,2,0,69,29,20,22,37,79,81,3,0,8,40.0,40.0,2400,0,0,13,0,87
S45G01N146,2024-2025,20250115,home,고양 소노,15,3,22,9,31,3,47,26,20,7,1,0,18,11,7,8,68,33,19,22,26,84,86,13,0,14,40.0,40.0,2400,0,0,15,0,93,울산 현대모비스,16,2,22,7,29,6,42,24,19,5,2,2,18,14,5,1,63,31,18,20,22,81,81,12,0,17,40.0,40.0,2400,0,2,10,0,93
S45G01N147,2024-2025,20250116,home,서울 SK,18,5,30,10,40,4,40,22,28,8,1,1,6,4,11,11,69,31,17,17,15,74,75,5,0,8,40.0,40.0,2400,0,0,2,0,98,원주 DB,16,2,26,17,43,8,38,14,40,10,1,1,7,5,4,6,79,25,15,15,16,65,86,2,0,9,40.0,40.0,2400,0,0,5,0,71
S45G01N148,2024-2025,20250116,home,대구 한국가스공사,19,2,19,11,30,6,34,18,30,9,1,0,16,13,3,0,65,27,18,18,20,76,81,8,1,9,40.0,40.0,2400,0,0,10,0,90,수원 KT,19,2,25,10,35,1,38,19,23,7,2,2,13,11,8,3,63,28,19,19,21,74,76,6,1,11,40.0,40.0,2400,1,0,14,0,88
S45G01N149,2024-2025,20250122,home,수원 KT,22,2,24,5,29,7,30,14,32,13,2,2,7,3,5,2,64,29,15,16,22,74,71,5,0,12,40.0,40.0,2400,0,0,10,0,88,서울 삼성,14,2,24,11,35,6,40,19,27,6,0,0,13,9,4,4,67,25,16,15,24,65,80,9,1,13,40.0,40.0,2400,1,2,8,1,71
S45G01N150,2024-2025,20250122,away,안양 정관장,19,4,21,21,42,4,40,17,35,10,1,1,15,9,7,2,76,28,19,21,19,75,91,10,0,12,40.0,40.0,2400,0,0,11,0,88,원주 DB,24,4,27,22,49,2,43,19,30,11,1,1,13,9,4,0,74,31,17,17,13,82,87,8,0,16,40.0,40.0,2400,0,0,7,0,106
S45G01N151,2024-2025,20250123,away,울산 현대모비스,21,1,28,18,46,4,43,19,26,8,2,2,7,5,2,0,71,29,17,18,17,71,78,1,0,17,40.0,40.0,2400,0,1,4,0,83,서울 SK,19,4,20,10,30,1,52,26,20,8,0,0,12,7,9,8,72,34,17,17,20,83,84,11,0,3,40.0,40.0,2400,0,0,20,0,102
S45G01N152,2024-2025,20250123,home,창원 LG,16,2,28,8,36,6,42,17,23,7,2,2,9,8,2,0,67,26,16,16,33,67,76,5,1,13,40.0,40.0,2400,1,0,16,0,76,고양 소노,15,3,27,11,38,7,51,23,18,4,0,0,10,4,2,2,69,27,16,16,27,62,79,8,4,11,40.0,40.0,2400,0,0,6,0,70
S45G01N153,2024-2025,20250124,away,수원 KT,18,0,22,12,34,1,40,21,30,7,1,1,12,7,3,2,71,29,16,16,26,72,83,8,0,16,40.0,40.0,2400,0,0,12,0,70,안양 정관장,15,2,28,13,41,3,50,28,21,10,2,1,10,5,4,2,73,39,16,17,22,93,83,11,0,16,40.0,40.0,2400,0,0,24,0,110
S45G01N154,2024-2025,20250124,home,원주 DB,23,1,23,11,34,2,39,22,31,13,2,2,15,12,6,6,72,37,17,16,14,99,87,8,0,5,40.0,40.0,2400,1,0,10,0,124,서울 삼성,27,1,22,8,30,3,29,19,36,13,1,1,16,13,2,0,66,33,18,18,32,92,82,3,0,9,40.0,40.0,2400,1,0,5,0,111
S45G01N155,2024-2025,20250125,home,부산 KCC,29,4,27,2,29,2,40,21,20,12,5,5,2,1,9,4,65,38,15,14,19,89,67,12,0,12,40.0,40.0,2400,1,0,14,0,125,서울 SK,23,2,21,21,42,5,39,19,39,9,2,2,9,3,9,0,80,30,14,14,21,72,89,11,0,15,40.0,40.0,2400,0,0,10,0,84
S45G01N156,2024-2025,20250125,home,창원 LG,21,2,19,15,34,6,44,18,16,8,4,4,8,3,4,4,64,30,20,22,24,71,72,9,1,17,40.0,40.0,2400,0,0,11,0,86,울산 현대모비스,21,2,19,14,33,3,39,22,24,4,1,1,16,10,3,0,64,27,16,15,20,68,80,7,1,13,40.0,40.0,2400,1,0,12,0,77
S45G01N157,2024-2025,20250125,away,고양 소노,14,1,33,11,44,0,35,11,23,5,3,3,17,13,7,6,61,19,18,23,23,56,78,6,3,19,40.0,40.0,2400,0,0,2,0,53,대구 한국가스공사,19,8,31,7,38,2,36,21,28,5,1,0,25,19,8,8,65,26,20,23,24,76,90,15,1,10,40.0,40.0,2400,0,0,14,0,102
S45G01N158,2024-2025,20250126,away,울산 현대모비스,18,8,29,9,38,2,40,20,20,7,1,0,16,11,3,3,61,27,20,20,24,72,77,6,1,18,40.0,40.0,2400,2,1,11,1,86,수원 KT,16,1,22,15,37,5,55,24,19,5,2,2,18,11,11,8,76,31,17,18,22,78,94,15,2,13,40.0,40.0,2400,0,0,18,0,85
S45G01N159,2024-2025,20250126,away,서울 삼성,17,0,30,8,38,1,33,13,29,12,2,1,14,10,2,0,64,26,20,24,32,74,78,6,0,17,40.0,40.0,2400,0,0,5,0,77,안양 정관장,15,2,25,13,38,5,43,24,30,8,1,1,21,11,4,2,74,33,19,19,19,85,95,13,0,9,40.0,40.0,2400,0,0,10,0,98
S45G01N160,2024-2025,20250126,home,부산 KCC,29,1,20,5,25,4,34,20,32,17,1,1,3,3,4,2,67,38,17,18,12,96,70,8,0,11,40.0,40.0,2400,0,0,16,0,123,원주 DB,17,2,18,11,29,1,34,21,30,12,1,1,8,7,6,5,65,34,15,14,13,87,73,10,1,13,40.0,40.0,2400,0,1,12,0,100
S45G01N161,2024-2025,20250128,away,대구 한국가스공사,16,2,17,14,31,1,28,14,39,12,5,5,11,7,7,7,72,31,17,20,26,81,83,9,0,12,40.0,40.0,2400,0,0,10,0,83,부산 KCC,21,1,21,7,28,6,38,23,21,10,1,1,12,9,2,2,60,34,15,14,13,87,72,8,0,14,40.0,40.0,2400,1,0,6,0,108
S45G01N162,2024-2025,20250128,away,고양 소노,19,2,20,13,33,2,38,14,29,9,5,4,9,6,3,2,72,27,19,22,33,69,81,2,0,16,40.0,40.0,2400,0,0,11,0,63,안양 정관장,20,0,30,5,35,5,37,24,26,10,1,1,19,14,4,2,64,35,16,16,19,94,83,9,0,11,40.0,40.0,2400,0,0,18,0,118
S45G01N163,2024-2025,20250129,away,서울 삼성,21,2,24,10,34,3,38,18,27,10,0,0,12,9,0,0,65,28,19,20,26,75,77,6,1,13,40.0,40.0,2400,0,0,12,0,87,서울 SK,22,1,21,15,36,4,48,25,22,5,0,0,20,14,8,7,70,30,18,18,17,79,90,12,0,9,40.0,40.0,2400,0,0,12,0,99
S45G01N164,2024-2025,20250129,away,원주 DB,17,4,24,10,34,2,32,17,32,9,0,0,14,8,6,2,64,26,18,18,17,69,78,7,2,11,40.0,40.0,2400,0,0,9,0,76,수원 KT,17,2,23,11,34,3,46,22,18,7,1,1,8,4,4,0,65,30,17,16,19,71,73,6,1,10,40.0,40.0,2400,1,0,17,0,83
S45G01N165,2024-2025,20250130,home,창원 LG,15,3,27,8,35,3,41,22,21,6,0,0,13,7,1,0,62,28,17,19,18,69,75,6,0,9,40.0,40.0,2400,0,0,6,0,82,대구 한국가스공사,12,3,25,15,40,4,33,14,36,10,1,1,10,7,0,0,70,25,18,20,17,67,80,5,1,8,40.0,40.0,2400,1,0,6,0,74
S45G01N166,2024-2025,20250130,home,울산 현대모비스,25,4,27,8,35,3,46,30,23,8,3,3,11,7,10,6,72,41,15,15,16,97,83,6,0,9,40.0,40.0,2400,0,0,10,0,126,부산 KCC,17,2,17,5,22,5,37,19,27,10,3,3,8,6,3,4,67,32,15,14,16,80,75,6,1,11,40.0,40.0,2400,0,1,6,0,83
S45G01N167,2024-2025,20250131,home,수원 KT,21,1,24,18,42,2,32,16,35,10,2,1,18,14,5,0,69,27,19,20,22,78,87,5,0,13,40.0,40.0,2400,1,0,9,0,90,고양 소노,17,2,22,5,27,6,41,18,19,8,0,0,17,13,4,0,60,26,19,17,19,73,77,9,2,12,40.0,40.0,2400,1,1,13,1,82
S45G01N168,2024-2025,20250201,away,원주 DB,17,1,24,12,36,2,43,18,23,5,2,2,7,6,4,4,68,25,17,19,26,61,75,7,0,12,40.0,40.0,2400,0,0,6,0,68,창원 LG,18,4,28,8,36,2,43,26,24,6,0,0,9,6,5,6,67,32,18,18,24,76,76,8,1,8,40.0,40.0,2400,0,0,8,0,97
S45G01N169,2024-2025,20250201,away,대구 한국가스공사,22,1,22,7,29,1,32,18,30,9,1,1,12,10,4,0,63,28,17,19,23,75,75,5,0,7,40.0,40.0,2400,0,0,4,0,89,서울 SK,18,1,28,8,36,2,39,24,27,8,0,0,10,8,5,2,66,32,16,15,21,80,76,2,1,8,40.0,40.0,2400,1,0,8,0,94
S45G01N170,2024-2025,20250201,home,안양 정관장,17,2,21,18,39,4,48,23,29,9,0,0,14,12,2,0,77,32,18,19,20,85,91,6,1,8,40.0,40.0,2400,1,0,10,0,97,울산 현대모비스,18,3,25,15,40,3,40,20,25,7,2,2,19,13,1,0,67,29,17,20,19,78,86,3,0,13,40.0,40.0,2400,1,0,5,0,88
S45G01N171,2024-2025,20250202,away,부산 KCC,22,4,26,11,37,1,30,18,28,10,1,1,22,16,3,0,59,29,18,20,18,84,81,5,2,14,40.0,40.0,2400,0,0,13,0,101,수원 KT,21,2,20,9,29,1,37,19,35,16,0,0,9,9,5,0,72,35,18,23,25,95,81,11,2,8,40.0,40.0,2400,0,0,14,0,112
S45G01N172,2024-2025,20250202,home,대구 한국가스공사,17,3,30,7,37,2,39,23,20,4,1,0,20,14,4,6,60,27,17,19,23,72,80,6,0,12,40.0,40.0,2400,1,0,12,0,86,서울 삼성,19,1,24,11,35,3,34,14,32,9,1,1,18,12,4,0,67,24,19,20,32,69,85,7,3,10,40.0,40.0,2400,0,0,7,0,72
S45G01N173,2024-2025,20250202,home,고양 소노,21,1,28,7,35,3,30,16,35,14,1,1,15,10,2,0,66,31,18,19,23,86,81,10,0,13,40.0,40.0,2400,1,0,13,0,103,원주 DB,20,1,30,10,40,2,42,20,32,12,0,0,10,6,6,2,74,32,16,15,17,82,84,5,0,12,40.0,40.0,2400,1,1,7,1,92
S45G01N174,2024-2025,20250203,home,서울 SK,17,2,26,12,38,4,46,21,22,8,3,3,11,6,5,4,71,32,17,17,15,78,82,8,0,10,40.0,40.0,2400,0,0,12,0,93,창원 LG,18,1,25,15,40,2,39,16,27,10,1,1,9,6,1,2,67,27,18,16,26,70,76,9,0,13,40.0,40.0,2400,0,2,4,0,84
S45G01N175,2024-2025,20250204,away,부산 KCC,17,2,25,14,39,4,52,23,22,7,0,0,22,19,2,0,74,30,15,15,17,86,96,9,0,14,40.0,40.0,2400,1,0,4,0,96,안양 정관장,25,3,26,4,30,2,46,27,21,9,1,1,14,8,7,2,68,37,19,21,14,91,82,7,0,10,40.0,40.0,2400,0,0,24,0,111
S45G01N176,2024-2025,20250205,away,서울 삼성,19,3,24,7,31,3,33,18,19,8,0,0,10,8,6,0,52,26,16,15,29,68,62,10,0,24,40.0,40.0,2400,0,1,6,0,82,울산 현대모비스,20,0,20,13,33,0,47,23,23,7,2,2,8,6,5,4,72,32,17,18,19,77,80,13,0,12,40.0,40.0,2400,0,0,23,0,89
S45G01N177,2024-2025,20250206,home,창원 LG,26,0,19,14,33,2,45,22,23,12,1,1,10,8,4,0,69,35,18,23,17,90,79,10,2,15,40.0,40.0,2400,0,0,12,0,108,부산 KCC,17,3,13,8,21,6,37,22,20,6,2,2,21,14,6,4,59,30,17,17,17,80,80,9,0,17,40.0,40.0,2400,0,0,22,0,83
S45G01N178,2024-2025,20250206,home,서울 SK,14,9,29,8,37,3,41,20,29,11,0,0,9,7,7,4,70,31,16,16,17,80,79,8,0,9,40.0,40.0,2400,0,0,11,0,101,수원 KT,20,0,29,12,41,4,38,17,34,11,1,1,9,6,6,0,73,29,16,15,17,75,82,6,1,10,40.0,40.0,2400,1,0,10,0,88
S45G01N179,2024-2025,20250207,away,울산 현대모비스,19,0,22,10,32,5,54,30,15,4,1,1,23,11,4,4,70,35,20,24,23,85,93,8,1,9,40.0,40.0,2400,0,0,14,0,92,대구 한국가스공사,24,0,29,5,34,3,36,24,28,9,1,1,19,17,5,4,65,34,20,25,27,94,84,7,1,11,40.0,40.0,2400,0,0,12,0,117
S45G01N180,2024-2025,20250207,home,서울 삼성,19,2,39,11,50,4,32,12,28,9,3,3,30,20,3,0,63,24,20,23,37,77,93,6,1,14,40.0,40.0,2400,0,1,4,0,94,고양 소노,13,2,26,13,39,5,33,13,40,9,1,0,17,10,2,2,74,22,20,24,22,63,91,8,0,10,40.0,40.0,2400,0,1,13,0,61
S45G01N181,2024-2025,20250208,away,부산 KCC,21,3,21,6,27,6,39,14,19,11,3,3,13,11,3,0,61,28,17,19,22,78,74,3,0,9,40.0,40.0,2400,0,0,7,0,94,창원 LG,23,0,24,12,36,2,43,20,26,12,1,1,8,5,4,6,70,33,18,19,24,83,78,7,1,4,40.0,40.0,2400,2,0,9,0,106
S45G01N182,2024-2025,20250208,home,서울 SK,20,7,29,11,40,3,41,19,30,11,0,0,17,14,7,5,71,30,17,17,22,85,88,10,0,14,45.0,45.0,2700,0,0,16,0,107,안양 정관장,16,4,26,16,42,8,43,18,35,12,0,0,14,9,3,1,78,30,18,21,22,81,92,7,3,14,45.0,45.0,2700,0,0,8,0,88
S45G01N183,2024-2025,20250208,home,수원 KT,24,0,24,13,37,3,48,18,26,12,2,2,9,7,5,4,76,32,15,16,17,83,85,9,1,7,40.0,40.0,2400,0,0,12,0,102,원주 DB,22,5,28,15,43,3,39,21,29,9,0,0,13,7,5,0,68,30,14,13,16,76,81,4,0,13,40.0,40.0,2400,1,0,9,0,96
S45G01N184,2024-2025,20250209,away,대구 한국가스공사,16,1,19,9,28,7,40,18,23,3,2,2,26,17,5,2,65,23,20,20,27,66,91,12,2,9,40.0,40.0,2400,1,0,17,0,68,울산 현대모비스,17,3,27,7,34,5,32,16,23,8,1,1,18,11,1,0,56,25,19,25,19,69,74,5,1,20,40.0,40.0,2400,0,0,10,0,74
S45G01N185,2024-2025,20250209,away,서울 삼성,14,3,20,18,38,5,37,17,33,7,1,1,12,6,4,3,71,25,19,24,26,63,83,8,0,13,40.0,40.0,2400,0,0,12,0,66,고양 소노,18,0,24,5,29,11,32,17,29,8,0,0,22,18,4,1,61,25,18,19,26,76,83,7,1,10,40.0,40.0,2400,0,0,14,0,90
S45G01N186,2024-2025,20250209,away,수원 KT,20,1,24,11,35,2,35,16,31,11,1,1,12,7,4,0,67,28,14,14,21,74,79,3,0,9,40.0,40.0,2400,0,0,8,0,82,서울 SK,15,5,28,8,36,3,39,21,27,11,1,1,11,8,3,4,67,33,16,17,17,85,78,6,1,8,40.0,40.0,2400,0,0,11,0,104
S45G01N187,2024-2025,20250210,home,안양 정관장,16,2,24,14,38,4,41,15,35,13,1,1,6,5,6,4,77,29,18,20,21,76,83,10,0,9,40.0,40.0,2400,0,1,19,0,88,부산 KCC,15,3,31,11,42,2,46,27,15,0,1,1,20,11,2,2,62,28,14,14,19,67,82,5,0,12,40.0,40.0,2400,0,0,6,0,79
S45G01N188,2024-2025,20250211,away,고양 소노,24,3,16,8,24,0,44,27,22,6,0,0,12,8,2,2,66,33,18,18,20,80,78,7,0,10,40.0,40.0,2400,0,0,8,0,91,울산 현대모비스,24,4,24,17,41,2,38,24,29,8,5,5,22,19,5,2,72,37,15,16,22,101,94,6,0,10,40.0,40.0,2400,0,0,19,0,130
S45G01N189,2024-2025,20250212,away,서울 SK,15,4,24,6,30,2,37,20,29,6,1,1,12,8,7,8,67,27,14,14,18,68,79,5,1,8,40.0,40.0,2400,0,0,12,0,71,창원 LG,16,1,31,12,43,5,41,22,29,8,0,0,11,9,2,0,70,30,18,18,21,77,81,7,3,10,40.0,40.0,2400,0,0,7,0,94
S45G01N190,2024-2025,20250213,home,원주 DB,14,3,25,5,30,3,37,20,25,12,0,0,14,12,1,2,62,32,17,18,19,88,76,3,0,9,40.0,40.0,2400,0,0,4,0,100,부산 KCC,21,2,22,8,30,6,42,20,26,7,2,2,12,10,3,2,70,29,18,20,17,75,82,4,0,7,40.0,40.0,2400,0,0,2,0,88
S45G01N191,2024-2025,20250226,away,부산 KCC,21,4,18,13,31,5,38,17,30,11,4,4,14,10,4,4,72,32,16,17,15,85,86,9,1,14,40.0,40.0,2400,1,0,14,0,96,고양 소노,28,2,27,12,39,3,41,22,31,12,1,1,16,13,7,1,73,35,18,20,22,95,89,11,0,16,40.0,40.0,2400,0,0,17,0,121
S45G01N192,2024-2025,20250226,away,안양 정관장,9,6,27,21,48,5,49,17,32,3,1,1,13,11,4,4,82,21,16,17,29,56,95,6,0,7,40.0,40.0,2400,0,0,7,0,60,수원 KT,17,7,34,22,56,4,43,16,29,7,1,0,17,10,5,0,73,23,19,18,21,63,90,4,0,12,40.0,40.0,2400,1,1,8,0,82
S45G01N193,2024-2025,20250227,home,원주 DB,21,3,25,6,31,2,28,21,37,12,2,2,9,7,4,0,67,35,18,18,21,89,76,9,0,11,40.0,40.0,2400,0,0,13,0,110,대구 한국가스공사,25,1,26,12,38,1,36,17,31,12,1,1,13,8,4,0,68,30,17,17,25,80,81,6,0,15,40.0,40.0,2400,0,0,14,0,93
S45G01N194,2024-2025,20250227,home,창원 LG,22,2,30,10,40,6,53,28,18,5,0,0,8,3,6,2,71,33,15,18,27,74,79,7,0,10,40.0,40.0,2400,0,0,14,0,98,서울 삼성,16,2,20,6,26,4,39,17,19,4,2,2,13,12,2,2,60,23,16,17,33,62,73,5,0,10,40.0,40.0,2400,0,0,8,0,67
S45G01N195,2024-2025,20250228,away,부산 KCC,13,2,25,6,31,5,36,17,23,7,3,3,6,6,3,4,62,27,14,14,13,67,68,4,0,12,40.0,40.0,2400,0,0,6,0,75,수원 KT,23,4,25,23,48,2,51,24,35,10,1,1,1,0,6,0,87,35,16,16,20,80,88,9,2,5,40.0,40.0,2400,0,0,10,0,106
S45G01N196,2024-2025,20250228,away,울산 현대모비스,20,3,22,15,37,3,43,21,26,8,1,1,13,9,2,0,70,30,15,16,16,77,83,7,1,13,40.0,40.0,2400,0,0,6,0,89,서울 SK,15,5,19,9,28,6,48,26,17,6,2,2,7,6,5,2,67,34,16,19,20,80,74,8,0,12,40.0,40.0,2400,0,0,20,0,96
S45G01N197,2024-2025,20250301,away,원주 DB,17,3,31,13,44,7,34,16,45,10,1,1,24,18,5,4,80,27,19,19,16,82,104,6,0,11,45.0,45.0,2700,0,0,6,0,89,고양 소노,19,1,31,10,41,6,45,22,33,12,1,1,11,10,7,4,79,35,20,23,21,92,90,7,0,11,45.0,45.0,2700,0,0,9,0,110
S45G01N198,2024-2025,20250301,away,서울 삼성,13,3,19,17,36,2,42,15,21,6,2,2,17,11,3,4,65,23,19,20,22,63,82,7,1,10,40.0,40.0,2400,0,0,15,0,65,대구 한국가스공사,11,4,26,10,36,1,29,15,27,9,0,0,12,9,2,0,56,24,20,20,25,66,68,5,3,14,40.0,40.0,2400,0,0,5,0,71
S45G01N199,2024-2025,20250301,away,창원 LG,11,1,28,23,51,4,45,19,28,3,1,1,12,6,1,0,74,23,16,16,27,55,86,5,1,16,40.0,40.0,2400,0,0,4,0,53,안양 정관장,19,5,27,9,36,3,39,17,26,9,0,0,15,9,6,1,65,26,16,15,15,70,80,7,1,8,40.0,40.0,2400,1,0,10,0,86
S45G01N200,2024-2025,20250302,home,서울 SK,15,2,27,14,41,1,48,28,24,6,1,1,20,9,7,6,73,35,19,19,17,85,93,10,0,8,40.0,40.0,2400,0,0,12,0,97,부산 KCC,17,3,24,7,31,7,42,23,22,5,1,1,15,14,5,0,65,29,16,20,15,77,80,5,0,16,40.0,40.0,2400,1,1,7,0,87
S45G01N201,2024-2025,20250302,away,울산 현대모비스,21,4,24,8,32,2,36,16,21,5,3,3,5,3,4,0,60,24,14,14,19,56,65,5,0,15,40.0,40.0,2400,0,0,14,0,67,수원 KT,12,2,27,18,45,2,45,17,24,7,1,1,6,5,4,8,70,25,14,14,22,62,76,12,3,12,40.0,40.0,2400,0,0,16,0,74
S45G01N202,2024-2025,20250302,away,고양 소노,21,1,23,4,27,2,39,20,25,8,3,3,11,9,7,6,67,31,16,16,31,79,78,10,0,13,40.0,40.0,2400,0,0,12,0,89,대구 한국가스공사,25,3,30,4,34,0,35,24,30,11,0,0,7,7,4,2,65,35,16,18,23,88,72,4,1,16,40.0,40.0,2400,0,1,14,0,107
S45G01N203,2024-2025,20250303,home,원주 DB,13,6,33,7,40,2,35,19,26,7,0,0,17,8,4,4,61,26,15,15,18,67,78,4,0,12,40.0,40.0,2400,0,0,9,0,76,창원 LG,19,1,28,17,45,4,42,13,32,8,2,2,11,9,3,4,76,23,18,18,26,63,87,5,1,10,40.0,40.0,2400,1,0,10,0,71
S45G01N204,2024-2025,20250303,away,서울 삼성,18,1,20,11,31,4,40,20,25,9,0,0,13,9,1,2,65,29,15,15,29,76,78,5,0,16,40.0,40.0,2400,0,0,6,0,79,안양 정관장,24,5,21,6,27,4,39,26,26,11,0,0,8,4,9,2,65,37,17,19,21,89,73,9,1,9,40.0,40.0,2400,0,0,13,0,116
S45G01N205,2024-2025,20250304,home,수원 KT,20,2,22,13,35,2,35,20,32,7,2,2,13,10,5,4,69,29,16,17,23,75,82,9,0,10,40.0,40.0,2400,0,0,10,0,90,대구 한국가스공사,16,2,23,11,34,3,35,14,26,13,0,0,9,7,4,6,61,27,18,18,35,74,70,7,0,14,40.0,40.0,2400,1,0,16,0,86
S45G01N206,2024-2025,20250305,away,서울 삼성,14,0,31,11,42,4,41,20,28,4,2,2,12,10,7,0,71,26,16,16,22,66,83,7,2,15,40.0,40.0,2400,0,0,8,0,69,서울 SK,19,3,27,7,34,3,39,19,28,7,2,2,14,12,9,0,69,28,15,14,22,75,83,10,0,8,40.0,40.0,2400,1,0,19,0,93
S45G01N207,2024-2025,20250306,home,울산 현대모비스,23,4,30,11,41,2,44,27,24,8,3,3,13,9,6,2,71,38,19,20,15,93,84,4,0,8,40.0,40.0,2400,1,0,6,0,122,원주 DB,18,4,19,12,31,5,41,15,30,13,0,0,24,15,4,2,71,28,20,21,21,84,95,6,0,7,40.0,40.0,2400,0,0,8,0,89
S45G01N208,2024-2025,20250307,away,대구 한국가스공사,17,5,18,10,28,4,36,16,33,11,1,1,7,5,0,0,70,28,18,18,28,72,77,7,0,7,40.0,40.0,2400,0,1,9,0,82,창원 LG,16,2,30,17,47,3,43,21,24,10,0,0,13,7,3,0,67,31,18,18,23,79,80,5,1,12,40.0,40.0,2400,0,0,7,0,97
S45G01N209,2024-2025,20250307,away,고양 소노,9,1,22,12,34,2,34,16,33,8,0,0,0,0,2,0,67,24,18,19,30,56,67,6,0,15,40.0,40.0,2400,0,0,13,0,50,서울 SK,21,2,30,11,41,3,32,19,30,7,0,0,15,12,11,3,62,26,12,12,20,71,77,10,2,14,40.0,40.0,2400,0,0,20,0,93
S45G01N210,2024-2025,20250308,away,원주 DB,18,6,32,15,47,5,40,18,36,10,2,1,11,7,3,2,78,29,18,17,15,75,89,5,0,12,45.0,45.0,2700,1,0,7,0,91,서울 삼성,20,0,30,12,42,6,45,23,34,9,1,1,15,8,4,3,80,33,19,20,36,83,95,7,1,6,45.0,45.0,2700,0,0,8,0,97
S45G01N211,2024-2025,20250308,away,안양 정관장,10,1,25,12,37,7,38,17,34,8,1,0,18,16,1,2,73,25,20,25,20,74,91,3,1,7,40.0,40.0,2400,0,0,7,0,74,울산 현대모비스,22,3,29,7,36,5,37,20,28,8,0,0,21,17,4,0,65,28,19,23,17,81,86,4,1,7,40.0,40.0,2400,0,0,3,0,102
