경기ID,쿼터,2PA_Away,2PA_Home,2PM_Away,2PM_Home,3PA_Away,3PA_Home,3PM_Away,3PM_Home,AST_Away,AST_Home,BLK_Away,BLK_Home,DK_Away,DK_Home,DREB_Away,DREB_Home,FGA_Away,FGA_Home,FGM_Away,FGM_Home,FTA_Away,FTA_Home,FTM_Away,FTM_Home,GD_Away,GD_Home,OREB_Away,OREB_Home,PF_Away,PF_Home,PTS_Away,PTS_Home,REB_Away,REB_Home,STL_Away,STL_Home,TO_Away,TO_Home,PTS_diff,2PM_diff,2PA_diff,3PM_diff,3PA_diff,FGM_diff,FGA_diff,FTM_diff,FTA_diff,OREB_diff,DREB_diff,REB_diff,AST_diff,STL_diff,BLK_diff,GD_diff,DK_diff,TO_diff,PF_diff,Home_Win
S41G01N122,2.0,29.0,29.0,14.0,10.0,7.0,8.0,4.0,1.0,9.0,7.0,2.0,1.0,0.0,0.0,18.0,15.0,36.0,37.0,18.0,11.0,9.0,16.0,7.0,12.0,2.0,1.0,4.0,7.0,14.0,11.0,47.0,35.0,22.0,22.0,2.0,3.0,5.0,4.0,-12.0,-4.0,0.0,-3.0,1.0,-7.0,1.0,5.0,7.0,3.0,-3.0,0.0,-2.0,1.0,-1.0,-1.0,0.0,-1.0,-3.0,1
S41G01N122,3.0,40.0,36.0,20.0,11.0,14.0,20.0,4.0,4.0,9.0,13.0,2.0,3.0,0.0,0.0,25.0,24.0,54.0,56.0,24.0,15.0,10.0,29.0,8.0,20.0,2.0,1.0,7.0,15.0,22.0,13.0,60.0,54.0,32.0,39.0,3.0,5.0,8.0,6.0,-6.0,-9.0,-4.0,0.0,6.0,-9.0,2.0,12.0,19.0,8.0,-1.0,7.0,4.0,2.0,1.0,-1.0,0.0,-2.0,-9.0,1
S41G01N122,4.0,45.0,48.0,22.0,19.0,21.0,26.0,6.0,6.0,10.0,21.0,2.0,4.0,0.0,0.0,31.0,32.0,66.0,74.0,28.0,25.0,12.0,30.0,8.0,20.0,2.0,1.0,8.0,18.0,23.0,18.0,70.0,76.0,39.0,50.0,3.0,6.0,10.0,6.0,6.0,-3.0,3.0,0.0,5.0,-3.0,8.0,12.0,18.0,10.0,1.0,11.0,11.0,3.0,2.0,-1.0,0.0,-4.0,-5.0,1
S41G01N123,1.0,12.0,10.0,5.0,7.0,7.0,5.0,3.0,1.0,4.0,5.0,0.0,2.0,0.0,1.0,6.0,5.0,19.0,15.0,8.0,8.0,2.0,5.0,2.0,2.0,0.0,0.0,6.0,2.0,5.0,4.0,21.0,19.0,12.0,7.0,2.0,1.0,3.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,0.0,-4.0,0.0,3.0,-4.0,-1.0,-5.0,1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,1
S41G01N123,2.0,23.0,20.0,10.0,13.0,11.0,9.0,3.0,2.0,7.0,8.0,0.0,3.0,1.0,1.0,17.0,15.0,34.0,29.0,13.0,15.0,7.0,14.0,5.0,7.0,0.0,1.0,6.0,2.0,14.0,9.0,34.0,39.0,23.0,17.0,4.0,3.0,6.0,4.0,5.0,3.0,-3.0,-1.0,-2.0,2.0,-5.0,2.0,7.0,-4.0,-2.0,-6.0,1.0,-1.0,3.0,1.0,0.0,-2.0,-5.0,1
S41G01N123,3.0,33.0,36.0,16.0,22.0,16.0,13.0,4.0,2.0,13.0,12.0,0.0,4.0,3.0,3.0,25.0,21.0,49.0,49.0,20.0,24.0,12.0,17.0,8.0,9.0,1.0,1.0,6.0,6.0,17.0,13.0,52.0,59.0,31.0,27.0,7.0,6.0,11.0,8.0,7.0,6.0,3.0,-2.0,-3.0,4.0,0.0,1.0,5.0,0.0,-4.0,-4.0,-1.0,-1.0,4.0,0.0,0.0,-3.0,-4.0,1
S41G01N123,4.0,43.0,50.0,18.0,28.0,21.0,17.0,4.0,5.0,14.0,17.0,0.0,5.0,4.0,4.0,30.0,29.0,64.0,67.0,22.0,33.0,22.0,20.0,16.0,11.0,1.0,1.0,8.0,8.0,21.0,20.0,64.0,82.0,38.0,37.0,7.0,6.0,12.0,8.0,18.0,10.0,7.0,1.0,-4.0,11.0,3.0,-5.0,-2.0,0.0,-1.0,-1.0,3.0,-1.0,5.0,0.0,0.0,-4.0,-1.0,1
S41G01N124,1.0,14.0,11.0,9.0,5.0,3.0,5.0,0.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,6.0,6.0,17.0,16.0,9.0,7.0,1.0,7.0,0.0,4.0,1.0,0.0,3.0,3.0,5.0,4.0,18.0,20.0,9.0,9.0,1.0,1.0,2.0,2.0,2.0,-4.0,-3.0,2.0,2.0,-2.0,-1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0
S41G01N124,2.0,28.0,21.0,19.0,15.0,9.0,10.0,2.0,3.0,12.0,10.0,1.0,2.0,1.0,2.0,11.0,11.0,37.0,31.0,21.0,18.0,9.0,11.0,6.0,7.0,1.0,0.0,7.0,3.0,10.0,10.0,50.0,46.0,18.0,14.0,4.0,4.0,5.0,6.0,-4.0,-4.0,-7.0,1.0,1.0,-3.0,-6.0,1.0,2.0,-4.0,0.0,-4.0,-2.0,0.0,1.0,-1.0,1.0,1.0,0.0,0
S41G01N124,3.0,38.0,30.0,25.0,22.0,17.0,15.0,8.0,4.0,22.0,17.0,1.0,2.0,1.0,2.0,17.0,14.0,55.0,45.0,33.0,26.0,10.0,16.0,7.0,11.0,1.0,0.0,9.0,3.0,15.0,13.0,81.0,67.0,26.0,17.0,5.0,6.0,7.0,7.0,-14.0,-3.0,-8.0,-4.0,-2.0,-7.0,-10.0,4.0,6.0,-6.0,-3.0,-9.0,-5.0,1.0,1.0,-1.0,1.0,0.0,-2.0,0
S41G01N124,4.0,48.0,39.0,29.0,27.0,22.0,23.0,12.0,6.0,25.0,19.0,2.0,2.0,1.0,3.0,24.0,18.0,70.0,62.0,41.0,33.0,10.0,19.0,7.0,13.0,1.0,0.0,12.0,5.0,19.0,15.0,101.0,85.0,36.0,23.0,5.0,9.0,11.0,9.0,-16.0,-2.0,-9.0,-6.0,1.0,-8.0,-8.0,6.0,9.0,-7.0,-6.0,-13.0,-6.0,4.0,0.0,-1.0,2.0,-2.0,-4.0,0
S41G01N125,1.0,5.0,10.0,4.0,8.0,13.0,6.0,2.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,5.0,8.0,18.0,16.0,6.0,11.0,7.0,4.0,6.0,4.0,0.0,1.0,3.0,0.0,5.0,5.0,20.0,29.0,8.0,8.0,1.0,1.0,3.0,3.0,9.0,4.0,5.0,1.0,-7.0,5.0,-2.0,-2.0,-3.0,-3.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1
S41G01N125,2.0,11.0,21.0,8.0,12.0,22.0,14.0,5.0,6.0,8.0,12.0,1.0,1.0,0.0,0.0,15.0,14.0,33.0,35.0,13.0,18.0,11.0,7.0,9.0,5.0,0.0,1.0,5.0,2.0,9.0,10.0,40.0,47.0,20.0,16.0,3.0,6.0,8.0,6.0,7.0,4.0,10.0,1.0,-8.0,5.0,2.0,-4.0,-4.0,-3.0,-1.0,-4.0,4.0,3.0,0.0,1.0,0.0,-2.0,1.0,1
S41G01N125,3.0,16.0,31.0,10.0,18.0,34.0,15.0,10.0,6.0,12.0,17.0,1.0,2.0,0.0,0.0,20.0,18.0,50.0,46.0,20.0,24.0,11.0,13.0,9.0,10.0,1.0,1.0,8.0,2.0,13.0,14.0,59.0,64.0,28.0,20.0,6.0,10.0,12.0,10.0,5.0,8.0,15.0,-4.0,-19.0,4.0,-4.0,1.0,2.0,-6.0,-2.0,-8.0,5.0,4.0,1.0,0.0,0.0,-2.0,1.0,1
S41G01N125,4.0,23.0,41.0,13.0,23.0,41.0,20.0,13.0,7.0,17.0,19.0,1.0,3.0,2.0,0.0,25.0,26.0,64.0,61.0,26.0,30.0,21.0,21.0,17.0,17.0,1.0,1.0,8.0,5.0,18.0,22.0,82.0,84.0,33.0,31.0,10.0,11.0,13.0,14.0,2.0,10.0,18.0,-6.0,-21.0,4.0,-3.0,0.0,0.0,-3.0,1.0,-2.0,2.0,1.0,2.0,0.0,-2.0,1.0,4.0,1
S41G01N126,1.0,9.0,10.0,4.0,6.0,9.0,8.0,2.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,6.0,6.0,18.0,18.0,6.0,9.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,1.0,4.0,4.0,18.0,23.0,10.0,7.0,2.0,3.0,5.0,4.0,5.0,2.0,1.0,1.0,-1.0,3.0,0.0,-2.0,-2.0,-3.0,0.0,-3.0,3.0,1.0,0.0,0.0,1.0,-1.0,0.0,1
S41G01N126,2.0,17.0,21.0,7.0,14.0,13.0,13.0,4.0,4.0,5.0,14.0,0.0,1.0,0.0,3.0,12.0,13.0,30.0,34.0,11.0,18.0,12.0,9.0,8.0,7.0,0.0,1.0,5.0,3.0,10.0,11.0,34.0,47.0,17.0,16.0,5.0,4.0,8.0,7.0,13.0,7.0,4.0,0.0,0.0,7.0,4.0,-1.0,-3.0,-2.0,1.0,-1.0,9.0,-1.0,1.0,1.0,3.0,-1.0,1.0,1
S41G01N126,3.0,28.0,36.0,16.0,22.0,19.0,17.0,6.0,6.0,11.0,21.0,0.0,2.0,0.0,3.0,20.0,18.0,47.0,53.0,22.0,28.0,16.0,14.0,12.0,10.0,0.0,1.0,6.0,6.0,14.0,15.0,62.0,72.0,26.0,24.0,7.0,7.0,11.0,10.0,10.0,6.0,8.0,0.0,-2.0,6.0,6.0,-2.0,-2.0,0.0,-2.0,-2.0,10.0,0.0,2.0,1.0,3.0,-1.0,1.0,1
S41G01N126,4.0,38.0,43.0,23.0,28.0,25.0,25.0,9.0,10.0,15.0,30.0,0.0,2.0,0.0,3.0,23.0,22.0,63.0,68.0,32.0,38.0,22.0,19.0,18.0,15.0,0.0,1.0,8.0,7.0,18.0,21.0,91.0,101.0,31.0,29.0,8.0,7.0,11.0,12.0,10.0,5.0,5.0,1.0,0.0,6.0,5.0,-3.0,-3.0,-1.0,-1.0,-2.0,15.0,-1.0,2.0,1.0,3.0,1.0,3.0,1
S41G01N127,1.0,16.0,16.0,6.0,5.0,3.0,8.0,2.0,3.0,3.0,6.0,2.0,0.0,2.0,1.0,12.0,11.0,19.0,24.0,8.0,8.0,2.0,3.0,0.0,2.0,0.0,1.0,2.0,3.0,4.0,2.0,18.0,21.0,14.0,14.0,1.0,1.0,4.0,2.0,3.0,-1.0,0.0,1.0,5.0,0.0,5.0,2.0,1.0,1.0,-1.0,0.0,3.0,0.0,-2.0,1.0,-1.0,-2.0,-2.0,1
S41G01N127,2.0,33.0,27.0,15.0,12.0,6.0,14.0,2.0,7.0,8.0,10.0,2.0,1.0,2.0,1.0,16.0,17.0,39.0,41.0,17.0,19.0,3.0,7.0,0.0,5.0,0.0,1.0,6.0,5.0,7.0,6.0,36.0,50.0,22.0,22.0,1.0,4.0,8.0,2.0,14.0,-3.0,-6.0,5.0,8.0,2.0,2.0,5.0,4.0,-1.0,1.0,0.0,2.0,3.0,-1.0,1.0,-1.0,-6.0,-1.0,1
S41G01N127,3.0,43.0,42.0,19.0,18.0,13.0,20.0,5.0,9.0,12.0,13.0,3.0,2.0,2.0,2.0,26.0,24.0,56.0,62.0,24.0,27.0,7.0,7.0,4.0,5.0,0.0,1.0,8.0,6.0,10.0,10.0,57.0,68.0,34.0,30.0,1.0,5.0,10.0,2.0,11.0,-1.0,-1.0,4.0,7.0,3.0,6.0,1.0,0.0,-2.0,-2.0,-4.0,1.0,4.0,-1.0,1.0,0.0,-8.0,0.0,1
S41G01N127,4.0,52.0,51.0,24.0,24.0,25.0,27.0,7.0,12.0,16.0,17.0,3.0,3.0,3.0,2.0,32.0,31.0,77.0,78.0,31.0,36.0,9.0,12.0,5.0,8.0,0.0,1.0,14.0,7.0,14.0,13.0,74.0,92.0,46.0,38.0,1.0,6.0,13.0,3.0,18.0,0.0,-1.0,5.0,2.0,5.0,1.0,3.0,3.0,-7.0,-1.0,-8.0,1.0,5.0,0.0,1.0,-1.0,-10.0,-1.0,1
S41G01N128,1.0,11.0,9.0,5.0,5.0,6.0,6.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,6.0,17.0,15.0,7.0,7.0,0.0,5.0,0.0,4.0,0.0,0.0,3.0,2.0,6.0,4.0,16.0,20.0,8.0,8.0,2.0,1.0,2.0,2.0,4.0,0.0,-2.0,0.0,0.0,0.0,-2.0,4.0,5.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,-2.0,1
S41G01N128,2.0,21.0,17.0,10.0,9.0,15.0,11.0,7.0,5.0,8.0,9.0,1.0,1.0,2.0,0.0,11.0,14.0,36.0,28.0,17.0,14.0,0.0,12.0,0.0,8.0,0.0,0.0,5.0,3.0,11.0,8.0,41.0,41.0,16.0,17.0,4.0,1.0,2.0,4.0,0.0,-1.0,-4.0,-2.0,-4.0,-3.0,-8.0,8.0,12.0,-2.0,3.0,1.0,1.0,-3.0,0.0,0.0,-2.0,2.0,-3.0,1
S41G01N128,3.0,31.0,27.0,14.0,16.0,24.0,17.0,11.0,7.0,11.0,13.0,1.0,3.0,2.0,0.0,15.0,22.0,55.0,44.0,25.0,23.0,0.0,16.0,0.0,10.0,0.0,0.0,7.0,5.0,16.0,11.0,61.0,63.0,22.0,27.0,4.0,1.0,3.0,6.0,2.0,2.0,-4.0,-4.0,-7.0,-2.0,-11.0,10.0,16.0,-2.0,7.0,5.0,2.0,-3.0,2.0,0.0,-2.0,3.0,-5.0,1
S41G01N128,4.0,41.0,35.0,20.0,19.0,27.0,23.0,11.0,10.0,13.0,17.0,2.0,4.0,4.0,0.0,18.0,27.0,68.0,58.0,31.0,29.0,0.0,22.0,0.0,14.0,0.0,0.0,9.0,9.0,21.0,13.0,73.0,82.0,27.0,36.0,6.0,3.0,7.0,8.0,9.0,-1.0,-6.0,-1.0,-4.0,-2.0,-10.0,14.0,22.0,0.0,9.0,9.0,4.0,-3.0,2.0,0.0,-4.0,1.0,-8.0,1
S41G01N129,1.0,13.0,10.0,5.0,7.0,7.0,6.0,0.0,3.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,9.0,20.0,16.0,5.0,10.0,3.0,2.0,3.0,2.0,0.0,0.0,5.0,1.0,5.0,3.0,13.0,25.0,7.0,10.0,1.0,2.0,3.0,3.0,12.0,2.0,-3.0,3.0,-1.0,5.0,-4.0,-1.0,-1.0,-4.0,7.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,-2.0,1
S41G01N129,2.0,24.0,20.0,14.0,11.0,12.0,13.0,3.0,6.0,5.0,11.0,2.0,2.0,4.0,1.0,9.0,10.0,36.0,33.0,17.0,17.0,4.0,4.0,4.0,4.0,0.0,0.0,7.0,3.0,9.0,8.0,41.0,44.0,16.0,13.0,3.0,5.0,7.0,6.0,3.0,-3.0,-4.0,3.0,1.0,0.0,-3.0,0.0,0.0,-4.0,1.0,-3.0,6.0,2.0,0.0,0.0,-3.0,-1.0,-1.0,1
S41G01N129,3.0,36.0,29.0,21.0,19.0,13.0,18.0,3.0,8.0,9.0,18.0,2.0,2.0,4.0,3.0,11.0,16.0,49.0,47.0,24.0,27.0,9.0,8.0,8.0,6.0,2.0,0.0,8.0,5.0,12.0,16.0,59.0,68.0,19.0,21.0,3.0,6.0,10.0,9.0,9.0,-2.0,-7.0,5.0,5.0,3.0,-2.0,-2.0,-1.0,-3.0,5.0,2.0,9.0,3.0,0.0,-2.0,-1.0,-1.0,4.0,1
S41G01N129,4.0,43.0,36.0,26.0,24.0,16.0,26.0,5.0,10.0,11.0,25.0,2.0,2.0,4.0,4.0,15.0,19.0,59.0,62.0,31.0,34.0,13.0,12.0,11.0,10.0,2.0,0.0,8.0,7.0,17.0,21.0,78.0,88.0,23.0,26.0,6.0,10.0,18.0,14.0,10.0,-2.0,-7.0,5.0,10.0,3.0,3.0,-1.0,-1.0,-1.0,4.0,3.0,14.0,4.0,0.0,-2.0,0.0,-4.0,4.0,1
S41G01N13,1.0,14.0,14.0,9.0,9.0,4.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,3.0,5.0,18.0,19.0,10.0,11.0,4.0,4.0,4.0,4.0,1.0,0.0,3.0,3.0,4.0,6.0,25.0,28.0,6.0,8.0,2.0,4.0,4.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,1.0,2.0,1
S41G01N13,2.0,25.0,26.0,12.0,14.0,11.0,11.0,3.0,4.0,5.0,8.0,3.0,1.0,3.0,0.0,10.0,16.0,36.0,37.0,15.0,18.0,12.0,4.0,8.0,4.0,1.0,1.0,7.0,4.0,8.0,12.0,41.0,44.0,17.0,20.0,5.0,5.0,6.0,8.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,-4.0,-8.0,-3.0,6.0,3.0,3.0,0.0,-2.0,0.0,-3.0,2.0,4.0,1
S41G01N13,3.0,34.0,39.0,17.0,22.0,18.0,15.0,4.0,5.0,8.0,14.0,4.0,2.0,4.0,0.0,14.0,26.0,52.0,54.0,21.0,27.0,15.0,10.0,9.0,9.0,1.0,1.0,9.0,7.0,13.0,17.0,55.0,68.0,23.0,33.0,6.0,6.0,8.0,9.0,13.0,5.0,5.0,1.0,-3.0,6.0,2.0,0.0,-5.0,-2.0,12.0,10.0,6.0,0.0,-2.0,0.0,-4.0,1.0,4.0,1
S41G01N13,4.0,42.0,50.0,19.0,27.0,25.0,20.0,6.0,6.0,12.0,18.0,6.0,3.0,5.0,0.0,19.0,32.0,67.0,70.0,25.0,33.0,25.0,10.0,15.0,9.0,1.0,1.0,13.0,10.0,14.0,23.0,71.0,81.0,32.0,42.0,9.0,9.0,11.0,14.0,10.0,8.0,8.0,0.0,-5.0,8.0,3.0,-6.0,-15.0,-3.0,13.0,10.0,6.0,0.0,-3.0,0.0,-5.0,3.0,9.0,1
S41G01N130,1.0,11.0,9.0,7.0,3.0,5.0,11.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,16.0,20.0,9.0,6.0,5.0,2.0,2.0,1.0,0.0,1.0,3.0,4.0,5.0,5.0,22.0,16.0,13.0,10.0,0.0,3.0,4.0,2.0,-6.0,-4.0,-2.0,1.0,6.0,-3.0,4.0,-1.0,-3.0,1.0,-4.0,-3.0,-2.0,3.0,0.0,1.0,0.0,-2.0,0.0,0
S41G01N130,2.0,22.0,15.0,12.0,7.0,6.0,21.0,2.0,6.0,5.0,5.0,0.0,1.0,1.0,0.0,17.0,9.0,28.0,36.0,14.0,13.0,11.0,4.0,8.0,3.0,0.0,2.0,6.0,5.0,10.0,11.0,38.0,35.0,23.0,14.0,0.0,5.0,9.0,3.0,-3.0,-5.0,-7.0,4.0,15.0,-1.0,8.0,-5.0,-7.0,-1.0,-8.0,-9.0,0.0,5.0,1.0,2.0,-1.0,-6.0,1.0,0
S41G01N130,3.0,35.0,24.0,21.0,15.0,8.0,29.0,3.0,10.0,9.0,10.0,0.0,1.0,1.0,2.0,22.0,13.0,43.0,53.0,24.0,25.0,14.0,4.0,11.0,3.0,0.0,2.0,7.0,5.0,13.0,15.0,62.0,63.0,29.0,18.0,3.0,10.0,14.0,6.0,1.0,-6.0,-11.0,7.0,21.0,1.0,10.0,-8.0,-10.0,-2.0,-9.0,-11.0,1.0,7.0,1.0,2.0,1.0,-8.0,2.0,0
S41G01N130,4.0,45.0,30.0,25.0,17.0,13.0,35.0,6.0,13.0,12.0,12.0,0.0,1.0,1.0,2.0,28.0,21.0,58.0,65.0,31.0,30.0,24.0,10.0,16.0,8.0,2.0,3.0,10.0,6.0,19.0,23.0,84.0,81.0,38.0,27.0,4.0,10.0,15.0,11.0,-3.0,-8.0,-15.0,7.0,22.0,-1.0,7.0,-8.0,-14.0,-4.0,-7.0,-11.0,0.0,6.0,1.0,1.0,1.0,-4.0,4.0,0
S41G01N131,1.0,15.0,10.0,7.0,4.0,5.0,8.0,1.0,2.0,5.0,6.0,3.0,1.0,0.0,0.0,9.0,6.0,20.0,18.0,8.0,6.0,1.0,4.0,1.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,18.0,18.0,12.0,8.0,0.0,3.0,4.0,0.0,0.0,-3.0,-5.0,1.0,3.0,-2.0,-2.0,3.0,3.0,-1.0,-3.0,-4.0,1.0,3.0,-2.0,0.0,0.0,-4.0,-1.0,0
S41G01N131,2.0,25.0,22.0,13.0,12.0,12.0,12.0,4.0,2.0,12.0,9.0,3.0,2.0,1.0,0.0,17.0,13.0,37.0,34.0,17.0,14.0,7.0,7.0,4.0,4.0,0.0,0.0,5.0,4.0,8.0,8.0,42.0,34.0,22.0,17.0,1.0,3.0,5.0,3.0,-8.0,-1.0,-3.0,-2.0,0.0,-3.0,-3.0,0.0,0.0,-1.0,-4.0,-5.0,-3.0,2.0,-1.0,0.0,-1.0,-2.0,0.0,0
S41G01N131,3.0,39.0,33.0,21.0,16.0,18.0,20.0,7.0,4.0,17.0,13.0,4.0,2.0,1.0,0.0,26.0,18.0,57.0,53.0,28.0,20.0,7.0,7.0,4.0,4.0,1.0,0.0,7.0,7.0,12.0,13.0,67.0,48.0,33.0,25.0,2.0,4.0,6.0,5.0,-19.0,-5.0,-6.0,-3.0,2.0,-8.0,-4.0,0.0,0.0,0.0,-8.0,-8.0,-4.0,2.0,-2.0,-1.0,-1.0,-1.0,1.0,0
S41G01N131,4.0,46.0,44.0,23.0,21.0,25.0,23.0,9.0,5.0,20.0,16.0,5.0,2.0,1.0,0.0,33.0,25.0,71.0,67.0,32.0,26.0,7.0,15.0,4.0,11.0,1.0,1.0,10.0,9.0,19.0,16.0,77.0,68.0,43.0,34.0,4.0,7.0,12.0,7.0,-9.0,-2.0,-2.0,-4.0,-2.0,-6.0,-4.0,7.0,8.0,-1.0,-8.0,-9.0,-4.0,3.0,-3.0,0.0,-1.0,-5.0,-3.0,0
S41G01N132,1.0,11.0,16.0,5.0,9.0,5.0,2.0,3.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,5.0,8.0,16.0,18.0,8.0,10.0,2.0,5.0,1.0,3.0,0.0,1.0,0.0,3.0,5.0,4.0,20.0,24.0,5.0,11.0,2.0,1.0,2.0,3.0,4.0,4.0,5.0,-2.0,-3.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1
S41G01N132,2.0,25.0,26.0,15.0,17.0,13.0,8.0,3.0,5.0,6.0,12.0,0.0,1.0,2.0,1.0,8.0,17.0,38.0,34.0,18.0,22.0,6.0,8.0,3.0,5.0,0.0,1.0,4.0,4.0,8.0,8.0,42.0,54.0,12.0,21.0,4.0,2.0,3.0,6.0,12.0,2.0,1.0,2.0,-5.0,4.0,-4.0,2.0,2.0,0.0,9.0,9.0,6.0,-2.0,1.0,1.0,-1.0,3.0,0.0,1
S41G01N132,3.0,40.0,41.0,22.0,29.0,17.0,11.0,5.0,6.0,10.0,19.0,0.0,1.0,2.0,1.0,12.0,20.0,57.0,52.0,27.0,35.0,9.0,14.0,6.0,10.0,0.0,2.0,10.0,7.0,13.0,12.0,65.0,86.0,22.0,27.0,5.0,7.0,9.0,7.0,21.0,7.0,1.0,1.0,-6.0,8.0,-5.0,4.0,5.0,-3.0,8.0,5.0,9.0,2.0,1.0,2.0,-1.0,-2.0,-1.0,1
S41G01N132,4.0,49.0,54.0,30.0,33.0,25.0,15.0,7.0,7.0,12.0,22.0,1.0,1.0,2.0,3.0,22.0,27.0,74.0,69.0,37.0,40.0,15.0,20.0,9.0,15.0,0.0,2.0,12.0,10.0,18.0,17.0,90.0,102.0,34.0,37.0,7.0,9.0,11.0,10.0,12.0,3.0,5.0,0.0,-10.0,3.0,-5.0,6.0,5.0,-2.0,5.0,3.0,10.0,2.0,0.0,2.0,1.0,-1.0,-1.0,1
S41G01N133,1.0,9.0,9.0,7.0,7.0,6.0,7.0,4.0,2.0,6.0,3.0,0.0,1.0,0.0,0.0,8.0,1.0,15.0,16.0,11.0,9.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,5.0,4.0,29.0,21.0,10.0,1.0,1.0,3.0,3.0,1.0,-8.0,0.0,0.0,-2.0,1.0,-2.0,1.0,-2.0,-2.0,-2.0,-7.0,-9.0,-3.0,2.0,1.0,0.0,0.0,-2.0,-1.0,0
S41G01N133,2.0,15.0,16.0,10.0,10.0,12.0,21.0,5.0,8.0,7.0,11.0,0.0,1.0,0.0,0.0,16.0,7.0,27.0,37.0,15.0,18.0,6.0,5.0,5.0,4.0,0.0,0.0,3.0,4.0,10.0,6.0,40.0,48.0,19.0,11.0,2.0,6.0,10.0,2.0,8.0,0.0,1.0,3.0,9.0,3.0,10.0,-1.0,-1.0,1.0,-9.0,-8.0,4.0,4.0,1.0,0.0,0.0,-8.0,-4.0,0
S41G01N133,3.0,26.0,24.0,19.0,15.0,18.0,28.0,7.0,8.0,16.0,13.0,1.0,1.0,0.0,1.0,26.0,11.0,44.0,52.0,26.0,23.0,11.0,7.0,9.0,6.0,0.0,1.0,5.0,4.0,15.0,11.0,68.0,60.0,31.0,15.0,5.0,6.0,12.0,5.0,-8.0,-4.0,-2.0,1.0,10.0,-3.0,8.0,-3.0,-4.0,-1.0,-15.0,-16.0,-3.0,1.0,0.0,1.0,1.0,-7.0,-4.0,0
S41G01N133,4.0,30.0,29.0,20.0,17.0,26.0,40.0,13.0,12.0,22.0,16.0,1.0,1.0,0.0,1.0,34.0,14.0,56.0,69.0,33.0,29.0,13.0,8.0,11.0,7.0,0.0,1.0,6.0,7.0,17.0,16.0,90.0,77.0,40.0,21.0,6.0,8.0,14.0,6.0,-13.0,-3.0,-1.0,-1.0,14.0,-4.0,13.0,-4.0,-5.0,1.0,-20.0,-19.0,-6.0,2.0,0.0,1.0,1.0,-8.0,-1.0,0
S41G01N134,1.0,11.0,17.0,6.0,9.0,6.0,4.0,1.0,2.0,5.0,7.0,2.0,0.0,1.0,1.0,8.0,8.0,17.0,21.0,7.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,17.0,24.0,9.0,10.0,1.0,1.0,2.0,1.0,7.0,3.0,6.0,1.0,-2.0,4.0,4.0,-2.0,-2.0,1.0,0.0,1.0,2.0,0.0,-2.0,0.0,0.0,-1.0,-2.0,0
S41G01N134,2.0,22.0,28.0,13.0,12.0,11.0,8.0,2.0,4.0,10.0,10.0,3.0,0.0,2.0,1.0,15.0,13.0,33.0,36.0,15.0,16.0,10.0,4.0,7.0,2.0,0.0,0.0,3.0,4.0,9.0,7.0,39.0,38.0,18.0,17.0,4.0,2.0,4.0,4.0,-1.0,-1.0,6.0,2.0,-3.0,1.0,3.0,-5.0,-6.0,1.0,-2.0,-1.0,0.0,-2.0,-3.0,0.0,-1.0,0.0,-2.0,0
S41G01N134,3.0,37.0,35.0,19.0,15.0,17.0,15.0,5.0,5.0,13.0,14.0,3.0,0.0,2.0,1.0,24.0,19.0,54.0,50.0,24.0,20.0,13.0,8.0,7.0,4.0,0.0,0.0,10.0,5.0,14.0,11.0,60.0,49.0,34.0,24.0,5.0,2.0,4.0,5.0,-11.0,-4.0,-2.0,0.0,-2.0,-4.0,-4.0,-3.0,-5.0,-5.0,-5.0,-10.0,1.0,-3.0,-3.0,0.0,-1.0,1.0,-3.0,0
