경기ID,쿼터,2PA_Away,2PA_Home,2PM_Away,2PM_Home,3PA_Away,3PA_Home,3PM_Away,3PM_Home,AST_Away,AST_Home,BLK_Away,BLK_Home,DK_Away,DK_Home,DREB_Away,DREB_Home,FGA_Away,FGA_Home,FGM_Away,FGM_Home,FTA_Away,FTA_Home,FTM_Away,FTM_Home,GD_Away,GD_Home,OREB_Away,OREB_Home,PF_Away,PF_Home,PTS_Away,PTS_Home,REB_Away,REB_Home,STL_Away,STL_Home,TO_Away,TO_Home,PTS_diff,2PM_diff,2PA_diff,3PM_diff,3PA_diff,FGM_diff,FGA_diff,FTM_diff,FTA_diff,OREB_diff,DREB_diff,REB_diff,AST_diff,STL_diff,BLK_diff,GD_diff,DK_diff,TO_diff,PF_diff,Home_Win
S41G01N231,4.0,66.0,44.0,33.0,23.0,11.0,20.0,1.0,6.0,15.0,19.0,5.0,3.0,4.0,0.0,16.0,27.0,77.0,64.0,34.0,29.0,16.0,22.0,10.0,18.0,3.0,1.0,18.0,11.0,20.0,20.0,79.0,82.0,34.0,38.0,8.0,6.0,11.0,14.0,3.0,-10.0,-22.0,5.0,9.0,-5.0,-13.0,8.0,6.0,-7.0,11.0,4.0,4.0,-2.0,-2.0,-2.0,-4.0,3.0,0.0,1
S41G01N232,1.0,8.0,9.0,6.0,6.0,11.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,6.0,19.0,14.0,9.0,9.0,1.0,5.0,1.0,4.0,0.0,0.0,3.0,1.0,5.0,3.0,22.0,25.0,7.0,7.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,-6.0,0.0,-5.0,3.0,4.0,-2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1
S41G01N232,2.0,17.0,18.0,11.0,13.0,17.0,15.0,4.0,6.0,9.0,12.0,0.0,2.0,0.0,0.0,12.0,13.0,34.0,33.0,15.0,19.0,7.0,10.0,7.0,6.0,0.0,2.0,5.0,3.0,10.0,8.0,41.0,50.0,17.0,16.0,1.0,3.0,5.0,2.0,9.0,2.0,1.0,2.0,-2.0,4.0,-1.0,-1.0,3.0,-2.0,1.0,-1.0,3.0,2.0,2.0,2.0,0.0,-3.0,-2.0,1
S41G01N232,3.0,26.0,29.0,17.0,21.0,20.0,22.0,7.0,8.0,13.0,17.0,0.0,2.0,0.0,0.0,18.0,15.0,46.0,51.0,24.0,29.0,13.0,10.0,12.0,6.0,1.0,2.0,6.0,5.0,14.0,14.0,67.0,72.0,24.0,20.0,2.0,5.0,9.0,4.0,5.0,4.0,3.0,1.0,2.0,5.0,5.0,-6.0,-3.0,-1.0,-3.0,-4.0,4.0,3.0,2.0,1.0,0.0,-5.0,0.0,1
S41G01N232,4.0,39.0,38.0,23.0,27.0,24.0,27.0,8.0,9.0,15.0,19.0,0.0,2.0,0.0,0.0,24.0,22.0,63.0,65.0,31.0,36.0,14.0,15.0,13.0,11.0,1.0,2.0,9.0,6.0,19.0,18.0,83.0,92.0,33.0,28.0,3.0,6.0,12.0,5.0,9.0,4.0,-1.0,1.0,3.0,5.0,2.0,-2.0,1.0,-3.0,-2.0,-5.0,4.0,3.0,2.0,1.0,0.0,-7.0,-1.0,1
S41G01N233,1.0,13.0,13.0,3.0,6.0,8.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,8.0,12.0,21.0,16.0,5.0,7.0,0.0,7.0,0.0,5.0,0.0,0.0,4.0,3.0,7.0,4.0,12.0,20.0,12.0,15.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,-1.0,-5.0,2.0,-5.0,5.0,7.0,-1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,-3.0,1
S41G01N233,2.0,28.0,27.0,14.0,13.0,8.0,8.0,2.0,3.0,7.0,9.0,1.0,2.0,1.0,0.0,14.0,13.0,36.0,35.0,16.0,16.0,0.0,7.0,0.0,5.0,0.0,0.0,5.0,7.0,10.0,7.0,34.0,40.0,19.0,20.0,2.0,2.0,3.0,3.0,6.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,5.0,7.0,2.0,-1.0,1.0,2.0,0.0,1.0,0.0,-1.0,0.0,-3.0,1
S41G01N233,3.0,35.0,39.0,16.0,19.0,16.0,12.0,3.0,4.0,9.0,17.0,1.0,4.0,1.0,0.0,19.0,23.0,51.0,51.0,19.0,23.0,0.0,15.0,0.0,12.0,0.0,1.0,7.0,11.0,16.0,10.0,41.0,62.0,26.0,34.0,3.0,5.0,7.0,5.0,21.0,3.0,4.0,1.0,-4.0,4.0,0.0,12.0,15.0,4.0,4.0,8.0,8.0,2.0,3.0,1.0,-1.0,-2.0,-6.0,1
S41G01N233,4.0,43.0,44.0,23.0,21.0,25.0,21.0,5.0,9.0,15.0,24.0,1.0,5.0,3.0,1.0,25.0,26.0,68.0,65.0,28.0,30.0,4.0,19.0,3.0,15.0,0.0,1.0,11.0,12.0,21.0,16.0,64.0,84.0,36.0,38.0,4.0,7.0,10.0,7.0,20.0,-2.0,1.0,4.0,-4.0,2.0,-3.0,12.0,15.0,1.0,1.0,2.0,9.0,3.0,4.0,1.0,-2.0,-3.0,-5.0,1
S41G01N234,1.0,14.0,14.0,10.0,8.0,2.0,5.0,0.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,5.0,5.0,16.0,19.0,10.0,10.0,8.0,2.0,6.0,1.0,0.0,0.0,2.0,4.0,4.0,7.0,26.0,23.0,7.0,9.0,2.0,2.0,2.0,2.0,-3.0,-2.0,0.0,2.0,3.0,0.0,3.0,-5.0,-6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0
S41G01N234,2.0,21.0,26.0,14.0,14.0,8.0,15.0,3.0,5.0,11.0,13.0,1.0,0.0,0.0,0.0,11.0,11.0,29.0,41.0,17.0,19.0,9.0,4.0,6.0,2.0,0.0,0.0,4.0,8.0,7.0,12.0,43.0,45.0,15.0,19.0,3.0,5.0,6.0,3.0,2.0,0.0,5.0,2.0,7.0,2.0,12.0,-4.0,-5.0,4.0,0.0,4.0,2.0,2.0,-1.0,0.0,0.0,-3.0,5.0,0
S41G01N234,3.0,33.0,32.0,21.0,16.0,14.0,24.0,5.0,5.0,15.0,15.0,1.0,0.0,1.0,0.0,22.0,17.0,47.0,56.0,26.0,21.0,13.0,12.0,10.0,8.0,0.0,0.0,7.0,9.0,12.0,17.0,67.0,55.0,29.0,26.0,4.0,8.0,10.0,5.0,-12.0,-5.0,-1.0,0.0,10.0,-5.0,9.0,-2.0,-1.0,2.0,-5.0,-3.0,0.0,4.0,-1.0,0.0,-1.0,-5.0,5.0,0
S41G01N234,4.0,38.0,38.0,23.0,21.0,21.0,33.0,10.0,10.0,19.0,24.0,1.0,0.0,1.0,1.0,24.0,21.0,59.0,71.0,33.0,31.0,13.0,16.0,10.0,11.0,0.0,0.0,8.0,11.0,17.0,21.0,86.0,83.0,32.0,32.0,4.0,10.0,15.0,7.0,-3.0,-2.0,0.0,0.0,12.0,-2.0,12.0,1.0,3.0,3.0,-3.0,0.0,5.0,6.0,-1.0,0.0,0.0,-8.0,4.0,0
S41G01N235,1.0,12.0,9.0,4.0,4.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,7.0,17.0,14.0,5.0,4.0,3.0,8.0,3.0,5.0,0.0,0.0,3.0,4.0,7.0,5.0,14.0,13.0,11.0,11.0,1.0,0.0,1.0,2.0,-1.0,0.0,-3.0,-1.0,0.0,-1.0,-3.0,2.0,5.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,-2.0,1
S41G01N235,2.0,22.0,22.0,8.0,9.0,14.0,9.0,5.0,2.0,8.0,8.0,2.0,2.0,0.0,0.0,16.0,13.0,36.0,31.0,13.0,11.0,5.0,13.0,5.0,10.0,0.0,0.0,8.0,6.0,12.0,9.0,36.0,34.0,24.0,19.0,2.0,3.0,4.0,3.0,-2.0,1.0,0.0,-3.0,-5.0,-2.0,-5.0,5.0,8.0,-2.0,-3.0,-5.0,0.0,1.0,0.0,0.0,0.0,-1.0,-3.0,1
S41G01N235,3.0,31.0,31.0,13.0,15.0,18.0,13.0,8.0,3.0,12.0,11.0,2.0,3.0,0.0,0.0,21.0,17.0,49.0,44.0,21.0,18.0,7.0,17.0,7.0,14.0,0.0,0.0,9.0,6.0,17.0,13.0,57.0,53.0,30.0,23.0,3.0,6.0,9.0,5.0,-4.0,2.0,0.0,-5.0,-5.0,-3.0,-5.0,7.0,10.0,-3.0,-4.0,-7.0,-1.0,3.0,1.0,0.0,0.0,-4.0,-4.0,1
S41G01N235,4.0,40.0,45.0,18.0,21.0,23.0,17.0,10.0,6.0,15.0,15.0,2.0,3.0,0.0,0.0,28.0,21.0,63.0,62.0,28.0,27.0,9.0,23.0,9.0,18.0,0.0,1.0,11.0,8.0,23.0,17.0,75.0,78.0,39.0,29.0,4.0,10.0,15.0,6.0,3.0,3.0,5.0,-4.0,-6.0,-1.0,-1.0,9.0,14.0,-3.0,-7.0,-10.0,0.0,6.0,1.0,1.0,0.0,-9.0,-6.0,1
S41G01N236,1.0,12.0,14.0,6.0,5.0,8.0,6.0,2.0,2.0,5.0,5.0,0.0,2.0,0.0,0.0,8.0,6.0,20.0,20.0,8.0,7.0,4.0,2.0,3.0,2.0,0.0,0.0,5.0,4.0,3.0,5.0,21.0,18.0,13.0,10.0,1.0,3.0,4.0,3.0,-3.0,-1.0,2.0,0.0,-2.0,-1.0,0.0,-1.0,-2.0,-1.0,-2.0,-3.0,0.0,2.0,2.0,0.0,0.0,-1.0,2.0,1
S41G01N236,2.0,25.0,28.0,12.0,12.0,10.0,9.0,3.0,2.0,12.0,8.0,1.0,4.0,0.0,0.0,18.0,9.0,35.0,37.0,15.0,14.0,7.0,8.0,5.0,3.0,0.0,1.0,8.0,6.0,8.0,10.0,38.0,33.0,26.0,15.0,1.0,7.0,10.0,3.0,-5.0,0.0,3.0,-1.0,-1.0,-1.0,2.0,-2.0,1.0,-2.0,-9.0,-11.0,-4.0,6.0,3.0,1.0,0.0,-7.0,2.0,1
S41G01N236,3.0,36.0,41.0,19.0,17.0,12.0,17.0,4.0,4.0,16.0,13.0,2.0,4.0,0.0,0.0,26.0,14.0,48.0,58.0,23.0,21.0,10.0,8.0,8.0,3.0,0.0,1.0,8.0,11.0,10.0,14.0,58.0,49.0,34.0,25.0,1.0,8.0,13.0,4.0,-9.0,-2.0,5.0,0.0,5.0,-2.0,10.0,-5.0,-2.0,3.0,-12.0,-9.0,-3.0,7.0,2.0,1.0,0.0,-9.0,4.0,1
S41G01N236,4.0,48.0,55.0,23.0,27.0,20.0,21.0,6.0,5.0,20.0,17.0,3.0,4.0,0.0,0.0,28.0,23.0,68.0,76.0,29.0,32.0,12.0,11.0,9.0,5.0,0.0,1.0,11.0,14.0,14.0,18.0,73.0,74.0,39.0,37.0,4.0,9.0,14.0,7.0,1.0,4.0,7.0,-1.0,1.0,3.0,8.0,-4.0,-1.0,3.0,-5.0,-2.0,-3.0,5.0,1.0,1.0,0.0,-7.0,4.0,1
S41G01N237,1.0,11.0,15.0,4.0,9.0,6.0,3.0,3.0,0.0,4.0,7.0,1.0,0.0,0.0,1.0,8.0,7.0,17.0,18.0,7.0,9.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,21.0,19.0,9.0,7.0,0.0,2.0,4.0,1.0,-2.0,5.0,4.0,-3.0,-3.0,2.0,1.0,-3.0,-3.0,-1.0,-1.0,-2.0,3.0,2.0,-1.0,0.0,1.0,-3.0,3.0,0
S41G01N237,2.0,20.0,24.0,8.0,15.0,11.0,7.0,4.0,1.0,6.0,13.0,1.0,0.0,0.0,2.0,12.0,11.0,31.0,31.0,12.0,16.0,12.0,6.0,11.0,4.0,1.0,0.0,3.0,3.0,7.0,12.0,39.0,37.0,15.0,14.0,5.0,4.0,8.0,9.0,-2.0,7.0,4.0,-3.0,-4.0,4.0,0.0,-7.0,-6.0,0.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,2.0,1.0,5.0,0
S41G01N237,3.0,31.0,35.0,14.0,20.0,17.0,11.0,7.0,1.0,10.0,18.0,3.0,0.0,0.0,2.0,21.0,15.0,48.0,46.0,21.0,21.0,14.0,10.0,13.0,7.0,1.0,0.0,6.0,4.0,12.0,15.0,62.0,50.0,27.0,19.0,5.0,6.0,12.0,11.0,-12.0,6.0,4.0,-6.0,-6.0,0.0,-2.0,-6.0,-4.0,-2.0,-6.0,-8.0,8.0,1.0,-3.0,-1.0,2.0,-1.0,3.0,0
S41G01N237,4.0,42.0,47.0,21.0,25.0,26.0,13.0,9.0,2.0,16.0,23.0,4.0,1.0,1.0,2.0,30.0,21.0,68.0,60.0,30.0,27.0,16.0,15.0,15.0,10.0,1.0,0.0,10.0,5.0,17.0,18.0,84.0,66.0,40.0,26.0,6.0,6.0,12.0,13.0,-18.0,4.0,5.0,-7.0,-13.0,-3.0,-8.0,-5.0,-1.0,-5.0,-9.0,-14.0,7.0,0.0,-3.0,-1.0,1.0,1.0,1.0,0
S41G01N238,1.0,8.0,10.0,6.0,7.0,8.0,2.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,5.0,4.0,16.0,12.0,8.0,7.0,4.0,9.0,4.0,8.0,0.0,0.0,3.0,0.0,6.0,2.0,22.0,22.0,8.0,4.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,-2.0,-6.0,-1.0,-4.0,4.0,5.0,-3.0,-1.0,-4.0,1.0,1.0,-1.0,0.0,0.0,0.0,-4.0,0
S41G01N238,2.0,18.0,24.0,10.0,11.0,13.0,8.0,3.0,1.0,5.0,8.0,1.0,1.0,0.0,1.0,16.0,15.0,31.0,32.0,13.0,12.0,9.0,11.0,8.0,9.0,0.0,0.0,3.0,3.0,10.0,8.0,37.0,34.0,19.0,18.0,3.0,4.0,4.0,4.0,-3.0,1.0,6.0,-2.0,-5.0,-1.0,1.0,1.0,2.0,0.0,-1.0,-1.0,3.0,1.0,0.0,0.0,1.0,0.0,-2.0,0
S41G01N238,3.0,24.0,31.0,13.0,16.0,23.0,15.0,7.0,4.0,8.0,13.0,1.0,2.0,0.0,2.0,18.0,22.0,47.0,46.0,20.0,20.0,11.0,15.0,9.0,11.0,0.0,0.0,5.0,7.0,14.0,12.0,56.0,55.0,23.0,29.0,6.0,4.0,5.0,9.0,-1.0,3.0,7.0,-3.0,-8.0,0.0,-1.0,2.0,4.0,2.0,4.0,6.0,5.0,-2.0,1.0,0.0,2.0,4.0,-2.0,0
S41G01N238,4.0,31.0,37.0,17.0,18.0,28.0,23.0,8.0,7.0,11.0,19.0,1.0,3.0,0.0,3.0,23.0,28.0,59.0,60.0,25.0,25.0,20.0,20.0,18.0,15.0,0.0,0.0,6.0,8.0,20.0,19.0,76.0,72.0,29.0,36.0,8.0,5.0,6.0,12.0,-4.0,1.0,6.0,-1.0,-5.0,0.0,1.0,-3.0,0.0,2.0,5.0,7.0,8.0,-3.0,2.0,0.0,3.0,6.0,-1.0,0
S41G01N239,1.0,10.0,11.0,5.0,8.0,6.0,9.0,2.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,7.0,6.0,16.0,20.0,7.0,11.0,8.0,3.0,6.0,2.0,0.0,0.0,3.0,2.0,3.0,6.0,22.0,27.0,10.0,8.0,1.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,3.0,4.0,4.0,-4.0,-5.0,-1.0,-1.0,-2.0,4.0,2.0,0.0,0.0,0.0,-1.0,3.0,1
S41G01N239,2.0,22.0,18.0,13.0,12.0,12.0,15.0,3.0,7.0,10.0,13.0,0.0,1.0,0.0,0.0,11.0,11.0,34.0,33.0,16.0,19.0,11.0,3.0,8.0,2.0,0.0,0.0,7.0,3.0,5.0,11.0,43.0,47.0,18.0,14.0,7.0,3.0,6.0,9.0,4.0,-1.0,-4.0,4.0,3.0,3.0,-1.0,-6.0,-8.0,-4.0,0.0,-4.0,3.0,-4.0,1.0,0.0,0.0,3.0,6.0,1
S41G01N239,3.0,42.0,26.0,22.0,18.0,17.0,21.0,4.0,10.0,16.0,20.0,1.0,3.0,2.0,0.0,16.0,14.0,59.0,47.0,26.0,28.0,11.0,6.0,8.0,4.0,0.0,0.0,16.0,3.0,10.0,14.0,64.0,70.0,32.0,17.0,9.0,4.0,9.0,11.0,6.0,-4.0,-16.0,6.0,4.0,2.0,-12.0,-4.0,-5.0,-13.0,-2.0,-15.0,4.0,-5.0,2.0,0.0,-2.0,2.0,4.0,1
S41G01N239,4.0,54.0,37.0,25.0,21.0,22.0,29.0,5.0,13.0,18.0,23.0,2.0,4.0,2.0,0.0,23.0,21.0,76.0,66.0,30.0,34.0,13.0,8.0,10.0,5.0,0.0,0.0,21.0,8.0,14.0,18.0,75.0,86.0,44.0,29.0,9.0,8.0,13.0,11.0,11.0,-4.0,-17.0,8.0,7.0,4.0,-10.0,-5.0,-5.0,-13.0,-2.0,-15.0,5.0,-1.0,2.0,0.0,-2.0,-2.0,4.0,1
S41G01N24,1.0,8.0,15.0,4.0,9.0,7.0,3.0,3.0,1.0,4.0,6.0,0.0,1.0,1.0,0.0,4.0,7.0,15.0,18.0,7.0,10.0,4.0,7.0,4.0,5.0,0.0,0.0,1.0,3.0,8.0,5.0,21.0,26.0,5.0,10.0,2.0,4.0,4.0,3.0,5.0,5.0,7.0,-2.0,-4.0,3.0,3.0,1.0,3.0,2.0,3.0,5.0,2.0,2.0,1.0,0.0,-1.0,-1.0,-3.0,0
S41G01N24,2.0,13.0,27.0,7.0,15.0,15.0,8.0,5.0,2.0,7.0,9.0,1.0,3.0,1.0,0.0,10.0,14.0,28.0,35.0,12.0,17.0,4.0,8.0,4.0,5.0,1.0,0.0,1.0,8.0,12.0,8.0,33.0,41.0,11.0,22.0,4.0,6.0,9.0,8.0,8.0,8.0,14.0,-3.0,-7.0,5.0,7.0,1.0,4.0,7.0,4.0,11.0,2.0,2.0,2.0,-1.0,-1.0,-1.0,-4.0,0
S41G01N24,3.0,26.0,37.0,14.0,19.0,22.0,15.0,7.0,5.0,13.0,12.0,2.0,5.0,1.0,0.0,16.0,20.0,48.0,52.0,21.0,24.0,8.0,10.0,7.0,7.0,2.0,0.0,6.0,12.0,15.0,13.0,56.0,60.0,22.0,32.0,4.0,7.0,10.0,11.0,4.0,5.0,11.0,-2.0,-7.0,3.0,4.0,0.0,2.0,6.0,4.0,10.0,-1.0,3.0,3.0,-2.0,-1.0,1.0,-2.0,0
S41G01N24,4.0,38.0,44.0,20.0,21.0,27.0,23.0,8.0,7.0,15.0,13.0,4.0,6.0,1.0,1.0,25.0,27.0,65.0,67.0,28.0,28.0,23.0,23.0,19.0,16.0,5.0,0.0,10.0,13.0,25.0,25.0,83.0,79.0,35.0,40.0,9.0,8.0,14.0,19.0,-4.0,1.0,6.0,-1.0,-4.0,0.0,2.0,-3.0,0.0,3.0,2.0,5.0,-2.0,-1.0,2.0,-5.0,0.0,5.0,0.0,0
S41G01N240,1.0,13.0,7.0,7.0,6.0,5.0,12.0,2.0,3.0,7.0,5.0,1.0,1.0,0.0,1.0,9.0,4.0,18.0,19.0,9.0,9.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,23.0,21.0,12.0,5.0,1.0,3.0,3.0,1.0,-2.0,-1.0,-6.0,1.0,7.0,0.0,1.0,-3.0,-5.0,-2.0,-5.0,-7.0,-2.0,2.0,0.0,0.0,1.0,-2.0,1.0,0
S41G01N240,2.0,23.0,14.0,13.0,9.0,10.0,18.0,3.0,4.0,11.0,7.0,1.0,1.0,0.0,1.0,16.0,10.0,33.0,32.0,16.0,13.0,13.0,6.0,9.0,5.0,0.0,0.0,6.0,3.0,8.0,10.0,44.0,35.0,22.0,13.0,4.0,5.0,5.0,5.0,-9.0,-4.0,-9.0,1.0,8.0,-3.0,-1.0,-4.0,-7.0,-3.0,-6.0,-9.0,-4.0,1.0,0.0,0.0,1.0,0.0,2.0,0
S41G01N240,3.0,30.0,19.0,17.0,11.0,17.0,30.0,3.0,9.0,11.0,13.0,1.0,2.0,0.0,1.0,22.0,18.0,47.0,49.0,20.0,20.0,16.0,8.0,12.0,6.0,0.0,0.0,6.0,6.0,11.0,13.0,55.0,55.0,28.0,24.0,5.0,6.0,6.0,6.0,0.0,-6.0,-11.0,6.0,13.0,0.0,2.0,-6.0,-8.0,0.0,-4.0,-4.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0
S41G01N240,4.0,37.0,28.0,20.0,14.0,24.0,42.0,7.0,11.0,16.0,17.0,3.0,3.0,1.0,2.0,31.0,21.0,61.0,70.0,27.0,25.0,22.0,8.0,15.0,6.0,0.0,1.0,10.0,12.0,14.0,20.0,76.0,67.0,41.0,33.0,6.0,8.0,10.0,8.0,-9.0,-6.0,-9.0,4.0,18.0,-2.0,9.0,-9.0,-14.0,2.0,-10.0,-8.0,1.0,2.0,0.0,1.0,1.0,-2.0,6.0,0
S41G01N241,1.0,13.0,14.0,7.0,3.0,4.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,7.0,5.0,17.0,17.0,7.0,4.0,5.0,0.0,3.0,0.0,0.0,1.0,6.0,2.0,5.0,4.0,17.0,9.0,13.0,7.0,2.0,1.0,3.0,2.0,-8.0,-4.0,1.0,1.0,-1.0,-3.0,0.0,-3.0,-5.0,-4.0,-2.0,-6.0,-2.0,-1.0,-2.0,1.0,0.0,-1.0,-1.0,0
S41G01N241,2.0,27.0,27.0,15.0,5.0,6.0,8.0,1.0,2.0,8.0,4.0,5.0,1.0,1.0,0.0,17.0,11.0,33.0,35.0,16.0,7.0,9.0,4.0,4.0,4.0,1.0,1.0,7.0,6.0,11.0,7.0,37.0,20.0,24.0,17.0,6.0,3.0,7.0,7.0,-17.0,-10.0,0.0,1.0,2.0,-9.0,2.0,0.0,-5.0,-1.0,-6.0,-7.0,-4.0,-3.0,-4.0,0.0,-1.0,0.0,-4.0,0
S41G01N241,3.0,39.0,45.0,20.0,10.0,10.0,13.0,2.0,5.0,12.0,10.0,5.0,1.0,1.0,0.0,23.0,20.0,49.0,58.0,22.0,15.0,14.0,9.0,7.0,9.0,1.0,1.0,9.0,13.0,17.0,12.0,53.0,44.0,32.0,33.0,7.0,5.0,9.0,9.0,-9.0,-10.0,6.0,3.0,3.0,-7.0,9.0,2.0,-5.0,4.0,-3.0,1.0,-2.0,-2.0,-4.0,0.0,-1.0,0.0,-5.0,0
S41G01N241,4.0,51.0,57.0,25.0,13.0,12.0,19.0,3.0,6.0,15.0,14.0,8.0,2.0,2.0,1.0,30.0,23.0,63.0,76.0,28.0,19.0,21.0,15.0,12.0,14.0,1.0,1.0,13.0,18.0,22.0,19.0,71.0,58.0,43.0,41.0,8.0,7.0,11.0,10.0,-13.0,-12.0,6.0,3.0,7.0,-9.0,13.0,2.0,-6.0,5.0,-7.0,-2.0,-1.0,-1.0,-6.0,0.0,-1.0,-1.0,-3.0,0
S41G01N242,1.0,10.0,10.0,6.0,3.0,7.0,9.0,3.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,8.0,7.0,17.0,19.0,9.0,7.0,9.0,2.0,5.0,2.0,0.0,0.0,1.0,3.0,4.0,6.0,26.0,20.0,9.0,10.0,2.0,0.0,0.0,4.0,-6.0,-3.0,0.0,1.0,2.0,-2.0,2.0,-3.0,-7.0,2.0,-1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,4.0,2.0,0
S41G01N242,2.0,26.0,20.0,11.0,7.0,13.0,14.0,5.0,5.0,9.0,7.0,3.0,1.0,2.0,0.0,17.0,16.0,39.0,34.0,16.0,12.0,16.0,4.0,10.0,4.0,0.0,0.0,6.0,4.0,8.0,13.0,47.0,33.0,23.0,20.0,5.0,0.0,1.0,8.0,-14.0,-4.0,-6.0,0.0,1.0,-4.0,-5.0,-6.0,-12.0,-2.0,-1.0,-3.0,-2.0,-5.0,-2.0,0.0,-2.0,7.0,5.0,0
S41G01N242,3.0,37.0,25.0,17.0,11.0,18.0,23.0,6.0,8.0,12.0,12.0,3.0,3.0,2.0,1.0,21.0,22.0,55.0,48.0,23.0,19.0,16.0,12.0,10.0,10.0,0.0,0.0,8.0,8.0,15.0,16.0,62.0,56.0,29.0,30.0,6.0,0.0,3.0,11.0,-6.0,-6.0,-12.0,2.0,5.0,-4.0,-7.0,0.0,-4.0,0.0,1.0,1.0,0.0,-6.0,0.0,0.0,-1.0,8.0,1.0,0
S41G01N242,4.0,47.0,35.0,22.0,16.0,22.0,27.0,7.0,10.0,14.0,15.0,3.0,3.0,2.0,1.0,27.0,27.0,69.0,62.0,29.0,26.0,20.0,16.0,11.0,13.0,0.0,1.0,12.0,9.0,21.0,22.0,76.0,75.0,39.0,36.0,7.0,3.0,7.0,13.0,-1.0,-6.0,-12.0,3.0,5.0,-3.0,-7.0,2.0,-4.0,-3.0,0.0,-3.0,1.0,-4.0,0.0,1.0,-1.0,6.0,1.0,0
S41G01N243,1.0,10.0,8.0,3.0,5.0,10.0,5.0,3.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,10.0,20.0,13.0,6.0,9.0,6.0,2.0,5.0,2.0,1.0,0.0,3.0,1.0,3.0,6.0,20.0,24.0,7.0,11.0,3.0,1.0,1.0,4.0,4.0,2.0,-2.0,1.0,-5.0,3.0,-7.0,-3.0,-4.0,-2.0,6.0,4.0,1.0,-2.0,0.0,-1.0,0.0,3.0,3.0,0
S41G01N243,2.0,21.0,21.0,12.0,12.0,12.0,10.0,4.0,5.0,11.0,10.0,0.0,0.0,0.0,1.0,8.0,13.0,33.0,31.0,16.0,17.0,8.0,12.0,6.0,9.0,1.0,1.0,4.0,6.0,12.0,10.0,42.0,48.0,12.0,19.0,6.0,5.0,7.0,7.0,6.0,0.0,0.0,1.0,-2.0,1.0,-2.0,3.0,4.0,2.0,5.0,7.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-2.0,0
S41G01N243,3.0,31.0,33.0,18.0,20.0,19.0,14.0,6.0,7.0,17.0,19.0,1.0,0.0,0.0,3.0,13.0,21.0,50.0,47.0,24.0,27.0,10.0,13.0,8.0,10.0,2.0,1.0,4.0,7.0,16.0,14.0,62.0,71.0,17.0,28.0,8.0,7.0,9.0,10.0,9.0,2.0,2.0,1.0,-5.0,3.0,-3.0,2.0,3.0,3.0,8.0,11.0,2.0,-1.0,-1.0,-1.0,3.0,1.0,-2.0,0
S41G01N243,4.0,44.0,43.0,25.0,24.0,20.0,20.0,7.0,8.0,23.0,20.0,1.0,1.0,1.0,3.0,22.0,28.0,64.0,63.0,32.0,32.0,19.0,15.0,13.0,12.0,3.0,1.0,5.0,9.0,20.0,20.0,84.0,84.0,27.0,37.0,11.0,8.0,11.0,14.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-4.0,4.0,6.0,10.0,-3.0,-3.0,0.0,-2.0,2.0,3.0,0.0,0
S41G01N244,1.0,13.0,14.0,7.0,8.0,4.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,6.0,6.0,17.0,15.0,7.0,8.0,5.0,5.0,4.0,4.0,0.0,0.0,3.0,1.0,4.0,6.0,18.0,20.0,9.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,-3.0,1.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,0.0,1.0,1.0,0.0,-1.0,-1.0,2.0,1
