gameKey,seasonName,date,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_MIN_M,H_MIN_S,H_UF,H_TF,H_TOM,H_EJ,H_EFF,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_MIN_M,A_MIN_S,A_UF,A_TF,A_TOM,A_EJ,A_EFF
S39G01N219,2021-2022,20220303,수원 KT,23,6,26,7,33,4,40,21,27,9,1,1,12,10,4,0,68,31,19,21,23,81,80,8,0,11,40.0,40.0,2400,0,1,15,0,105,창원 LG,16,2,24,17,41,7,57,24,14,4,0,0,28,13,3,0,71,28,17,17,22,73,99,7,1,11,40.0,40.0,2400,0,0,8,0,76
S39G01N220,2021-2022,20220401,전주 KCC,14,0,19,6,25,4,30,18,30,8,3,3,16,10,2,2,63,29,18,19,17,76,79,1,0,5,40.0,40.0,2400,0,0,4,0,75,대구 한국가스공사,23,1,29,4,33,0,36,27,22,7,1,1,15,11,4,0,59,35,14,16,17,88,74,4,1,3,40.0,40.0,2400,0,0,2,0,117
S39G01N221,2021-2022,20220304,원주 DB,18,1,18,13,31,3,37,20,32,7,3,3,12,9,3,0,72,30,16,19,26,76,84,8,1,13,40.0,40.0,2400,0,0,10,0,78,서울 삼성,19,3,25,11,36,4,48,24,17,8,2,2,15,13,8,2,67,34,18,18,32,89,82,7,1,14,40.0,40.0,2400,0,0,12,0,108
S39G01N222,2021-2022,20220305,전주 KCC,22,0,24,10,34,4,46,27,23,10,1,1,7,6,4,2,70,38,14,15,20,92,77,5,0,10,40.0,40.0,2400,0,0,12,0,114,울산 현대모비스,20,2,19,9,28,3,43,23,22,7,2,2,14,8,5,4,67,32,15,15,25,79,81,8,1,8,40.0,40.0,2400,0,0,7,0,90
S39G01N223,2021-2022,20220305,서울 SK,19,5,25,10,35,5,34,14,27,13,1,1,6,5,3,0,62,28,16,16,21,74,68,4,1,12,40.0,40.0,2400,0,0,4,0,94,창원 LG,16,1,20,14,34,3,44,23,30,7,0,0,4,2,4,2,74,30,18,18,12,69,78,8,0,7,40.0,40.0,2400,0,0,9,0,78
S39G01N224,2021-2022,20220330,수원 KT,20,0,26,14,40,5,43,27,26,8,1,1,17,12,5,6,70,36,17,19,20,92,87,5,0,16,40.0,40.0,2400,0,0,6,0,107,대구 한국가스공사,19,1,15,4,19,6,39,29,30,7,1,1,10,8,4,0,70,37,19,21,23,89,80,8,0,8,40.0,40.0,2400,0,0,20,0,99
S39G01N225,2021-2022,20220305,고양 오리온,19,1,22,14,36,2,45,16,23,9,3,3,5,2,3,2,71,28,12,12,35,67,76,5,2,11,40.0,40.0,2400,0,0,9,0,71,안양 KGC,22,5,27,11,38,1,35,19,32,15,0,0,10,5,4,4,67,34,16,16,35,88,77,8,0,10,40.0,40.0,2400,0,0,11,0,114
S39G01N226,2021-2022,20220306,원주 DB,15,3,24,11,35,5,40,17,33,10,1,1,11,5,5,4,74,28,13,14,19,71,85,8,0,7,40.0,40.0,2400,0,0,7,0,78,서울 SK,16,0,32,10,42,4,46,24,22,7,0,0,12,8,5,2,68,31,16,15,17,77,80,6,0,11,40.0,40.0,2400,1,0,6,0,93
S39G01N227,2021-2022,20220306,서울 삼성,17,1,28,6,34,4,41,20,16,6,3,3,19,14,3,2,60,29,20,23,48,78,79,2,1,13,40.0,40.0,2400,0,0,7,0,86,울산 현대모비스,19,2,22,9,31,6,42,17,27,11,0,0,25,20,4,0,69,28,18,21,30,87,94,6,2,6,40.0,40.0,2400,0,0,15,0,97
S39G01N228,2021-2022,20220306,전주 KCC,15,4,21,8,29,1,44,20,18,7,0,0,16,12,5,0,62,27,13,14,17,73,78,4,0,12,40.0,40.0,2400,0,0,13,0,75,수원 KT,20,3,27,11,38,6,51,29,18,6,4,3,12,9,8,2,73,38,18,19,23,91,85,9,1,10,40.0,40.0,2400,0,0,10,0,118
S39G01N229,2021-2022,20220403,대구 한국가스공사,26,0,25,7,32,1,40,29,24,12,0,0,11,8,2,4,64,41,14,14,23,102,75,5,0,10,40.0,40.0,2400,0,0,12,0,130,안양 KGC,25,0,17,8,25,0,26,17,39,15,0,0,7,6,1,0,65,32,14,14,22,85,72,7,0,9,40.0,40.0,2400,1,0,10,0,99
S39G01N230,2021-2022,20220307,고양 오리온,14,7,26,12,38,3,38,17,24,10,3,2,15,13,5,2,65,29,18,18,29,81,80,6,2,12,40.0,40.0,2400,0,0,13,0,97,창원 LG,15,2,22,14,36,8,52,23,23,6,0,0,17,9,5,2,75,29,17,19,20,73,92,7,1,12,40.0,40.0,2400,0,0,14,0,74
S39G01N231,2021-2022,20220308,서울 삼성,16,2,29,12,41,2,42,20,34,10,1,1,11,8,0,0,77,31,20,26,39,80,88,7,0,8,40.0,40.0,2400,0,0,2,0,91,전주 KCC,17,2,30,8,38,1,37,19,28,13,3,2,20,14,2,0,68,34,17,18,18,95,88,5,0,7,40.0,40.0,2400,0,0,9,0,111
S39G01N232,2021-2022,20220309,서울 SK,17,2,21,9,30,4,49,25,13,4,0,0,19,14,12,10,62,29,18,18,15,76,81,3,0,12,40.0,40.0,2400,0,0,2,0,82,울산 현대모비스,24,2,27,14,41,0,52,26,17,6,0,0,18,12,9,11,69,32,18,20,18,82,87,11,2,6,40.0,40.0,2400,0,0,4,0,109
S39G01N233,2021-2022,20220310,원주 DB,15,6,22,10,32,5,48,24,18,4,1,1,20,13,8,6,67,29,17,19,33,75,87,11,1,11,40.0,40.0,2400,1,0,19,0,87,수원 KT,12,3,29,18,47,2,46,15,22,8,1,1,15,15,3,2,69,24,18,22,24,71,84,4,2,18,40.0,40.0,2400,0,0,8,0,74
S39G01N234,2021-2022,20220311,서울 SK,26,3,27,12,39,1,41,23,31,14,0,0,14,9,7,6,72,37,15,16,19,97,86,7,0,7,40.0,40.0,2400,0,0,11,0,126,대구 한국가스공사,20,1,23,9,32,1,40,23,30,10,0,0,12,10,1,0,70,33,13,15,25,86,82,6,0,8,40.0,40.0,2400,0,0,6,0,99
S39G01N235,2021-2022,20220311,서울 삼성,18,4,24,12,36,3,52,25,17,5,2,2,15,11,4,2,71,32,17,20,35,80,86,5,1,11,40.0,40.0,2400,1,0,8,0,91,안양 KGC,25,7,23,10,33,7,40,27,36,11,0,0,18,13,6,2,76,38,18,18,25,100,94,7,0,8,40.0,40.0,2400,0,0,13,0,128
S39G01N236,2021-2022,20220403,창원 LG,14,1,27,6,33,3,37,22,24,4,1,1,18,10,5,2,62,27,17,17,10,68,80,6,0,7,40.0,40.0,2400,0,0,9,0,75,전주 KCC,21,2,32,8,40,0,38,21,23,5,1,1,18,15,3,0,62,27,16,20,15,74,80,4,3,7,40.0,40.0,2400,0,0,6,0,93
S39G01N237,2021-2022,20220312,고양 오리온,11,1,17,10,27,1,31,17,29,8,1,1,19,12,7,6,61,26,15,17,32,72,80,7,1,12,40.0,40.0,2400,0,0,18,0,64,수원 KT,26,2,26,4,30,3,35,23,14,5,8,8,15,10,7,4,57,36,17,18,23,87,72,10,0,14,40.0,40.0,2400,0,0,16,0,118
S39G01N238,2021-2022,20220312,울산 현대모비스,26,1,28,11,39,2,49,26,21,8,1,1,12,9,3,2,71,35,18,20,21,87,83,8,0,11,40.0,40.0,2400,0,0,10,0,113,원주 DB,14,2,20,9,29,4,43,23,23,5,0,0,11,8,3,4,66,28,13,12,16,69,77,7,0,15,40.0,40.0,2400,1,0,8,0,69
S39G01N239,2021-2022,20220313,서울 SK,26,6,28,6,34,1,31,14,28,17,3,1,27,22,7,4,62,32,19,22,17,103,89,10,0,14,40.0,40.0,2400,0,0,14,0,131,서울 삼성,15,0,24,12,36,2,47,24,23,6,2,1,22,18,7,4,72,31,20,22,36,86,94,7,0,13,40.0,40.0,2400,1,1,10,0,88
S39G01N240,2021-2022,20220402,창원 LG,16,1,33,18,51,4,51,28,21,4,1,1,10,8,6,6,73,33,13,15,14,78,83,9,0,20,40.0,40.0,2400,0,0,16,0,97,안양 KGC,16,1,19,7,26,4,30,15,34,8,0,0,13,5,8,6,64,23,12,12,19,59,77,15,1,14,40.0,40.0,2400,0,0,15,0,57
S39G01N241,2021-2022,20220313,고양 오리온,13,2,25,12,37,4,36,19,28,7,3,3,13,6,9,8,67,29,19,23,25,71,80,9,2,11,40.0,40.0,2400,0,0,13,0,78,대구 한국가스공사,15,3,22,4,26,4,38,17,17,9,0,0,18,13,2,0,55,26,18,21,20,74,73,9,1,11,40.0,40.0,2400,0,0,9,0,85
S39G01N242,2021-2022,20220314,전주 KCC,11,3,25,13,38,3,41,20,29,7,1,1,9,8,3,2,71,28,17,18,18,71,80,5,0,10,40.0,40.0,2400,0,0,10,0,77,원주 DB,19,3,27,6,33,1,36,22,25,7,1,1,11,6,2,0,62,30,18,19,21,73,73,6,0,11,40.0,40.0,2400,0,0,6,0,87
S39G01N243,2021-2022,20220315,서울 SK,17,5,30,15,45,1,39,19,25,5,0,0,14,10,8,4,64,24,18,20,18,63,78,5,0,19,40.0,40.0,2400,0,0,6,0,73,고양 오리온,19,1,18,13,31,6,47,18,23,9,0,0,12,8,3,6,70,27,19,22,41,71,82,9,2,7,40.0,40.0,2400,0,0,14,0,81
S39G01N244,2021-2022,20220316,대구 한국가스공사,24,0,18,7,25,4,36,30,35,17,0,0,6,5,3,2,71,47,19,19,18,116,77,5,0,6,40.0,40.0,2400,0,0,23,0,143,전주 KCC,20,2,14,4,18,4,31,21,26,10,2,2,14,12,2,2,59,33,14,14,21,88,73,4,1,10,40.0,40.0,2400,0,0,5,0,97
S39G01N245,2021-2022,20220317,안양 KGC,24,3,25,7,32,3,31,17,34,15,2,2,15,10,4,2,67,34,14,16,33,93,82,10,2,10,40.0,40.0,2400,0,1,13,0,115,원주 DB,22,2,27,5,32,1,40,24,23,7,0,0,18,15,5,6,63,31,15,15,19,84,81,4,0,14,40.0,40.0,2400,0,0,14,0,96
S39G01N246,2021-2022,20220318,수원 KT,20,3,27,11,38,1,44,26,21,8,2,1,13,10,1,0,67,35,15,16,17,88,80,8,0,14,40.0,40.0,2400,0,0,10,0,109,울산 현대모비스,13,4,19,17,36,7,51,20,21,5,1,1,20,12,4,4,73,26,17,17,22,69,93,9,1,12,40.0,40.0,2400,0,0,7,0,70
S39G01N247,2021-2022,20220318,창원 LG,17,2,22,12,34,3,46,17,18,8,0,0,28,21,4,2,64,25,16,20,17,79,92,10,2,6,40.0,40.0,2400,0,0,14,0,91,서울 삼성,14,4,29,14,43,0,46,22,18,4,1,1,15,12,5,4,65,27,20,27,27,70,80,4,1,14,40.0,40.0,2400,0,0,4,0,79
S39G01N248,2021-2022,20220319,원주 DB,15,3,28,14,42,3,41,19,21,8,2,2,16,9,6,6,64,29,16,18,28,75,80,3,1,14,40.0,40.0,2400,0,0,8,0,84,대구 한국가스공사,16,0,21,9,30,3,46,22,28,10,0,0,5,2,2,2,74,32,18,20,25,76,79,6,0,7,40.0,40.0,2400,0,0,12,0,79
S39G01N249,2021-2022,20220319,서울 SK,26,2,25,13,38,4,47,19,26,13,2,2,7,6,8,2,75,34,19,22,19,87,82,11,0,8,40.0,40.0,2400,0,1,10,0,118,전주 KCC,12,1,22,13,35,3,40,18,19,3,1,1,23,19,3,2,60,22,13,13,16,66,83,5,1,12,40.0,40.0,2400,0,0,6,0,67
S39G01N250,2021-2022,20220319,안양 KGC,23,2,24,7,31,5,31,16,31,10,0,0,22,18,2,2,62,26,17,18,18,80,84,5,0,10,40.0,40.0,2400,0,0,8,0,96,고양 오리온,16,0,26,12,38,3,51,22,16,7,2,1,14,12,6,6,69,30,17,18,42,79,83,7,0,9,40.0,40.0,2400,0,0,11,0,93
S39G01N251,2021-2022,20220320,대구 한국가스공사,18,0,22,6,28,2,31,19,25,9,0,0,22,16,1,0,56,28,18,23,28,81,78,4,0,9,40.0,40.0,2400,0,0,2,0,90,창원 LG,15,0,22,12,34,5,41,23,25,5,1,1,20,14,6,4,67,29,20,25,14,77,87,5,1,8,40.0,40.0,2400,0,0,10,0,83
S39G01N252,2021-2022,20220320,수원 KT,26,5,24,13,37,3,35,18,31,15,2,1,18,15,4,2,68,34,11,11,17,98,86,4,0,9,40.0,40.0,2400,0,0,5,0,127,서울 삼성,20,1,20,13,33,4,51,24,25,9,2,2,6,4,7,4,78,35,19,22,28,83,84,7,0,8,40.0,40.0,2400,0,0,9,0,95
S39G01N253,2021-2022,20220320,안양 KGC,22,0,25,15,40,5,49,24,27,10,0,0,13,10,7,2,76,34,14,15,20,88,89,6,0,10,40.0,40.0,2400,0,0,7,0,106,울산 현대모비스,24,3,24,7,31,1,31,17,32,13,0,0,15,11,3,0,63,30,16,17,26,84,78,5,0,9,40.0,40.0,2400,0,0,16,0,102
S39G01N254,2021-2022,20220321,고양 오리온,14,4,25,12,37,5,52,25,14,2,4,4,22,15,7,8,70,31,15,15,32,79,92,10,1,11,40.0,40.0,2400,0,0,14,0,91,원주 DB,18,3,26,6,32,5,41,27,22,2,2,2,13,9,7,6,65,31,15,17,26,73,78,7,0,14,40.0,40.0,2400,0,0,13,0,86
S39G01N255,2021-2022,20220403,서울 SK,22,2,22,14,36,3,46,22,26,6,2,2,16,15,6,2,74,30,15,16,30,81,90,8,0,10,40.0,40.0,2400,0,0,14,0,97,수원 KT,18,1,29,12,41,3,48,26,21,8,3,3,12,8,3,2,72,37,17,19,20,90,84,6,1,13,40.0,40.0,2400,0,0,8,0,106
S39G01N256,2021-2022,20220323,창원 LG,15,3,27,12,39,3,45,20,22,7,1,1,17,9,6,2,68,28,19,20,13,72,85,9,0,12,40.0,40.0,2400,0,0,15,0,81,울산 현대모비스,17,5,24,5,29,6,32,15,22,7,1,1,18,12,9,4,55,23,18,21,30,65,73,7,1,17,40.0,40.0,2400,0,0,11,0,73
S39G01N257,2021-2022,20220324,서울 삼성,8,1,22,12,34,5,27,15,35,6,1,1,26,17,2,2,63,22,19,22,27,67,89,6,1,15,40.0,40.0,2400,1,0,12,0,55,대구 한국가스공사,16,1,24,7,31,7,38,23,28,7,1,1,23,21,1,2,67,31,20,28,26,90,90,6,1,11,40.0,40.0,2400,0,1,16,0,101
S39G01N258,2021-2022,20220325,전주 KCC,13,3,28,10,38,3,39,22,21,5,1,1,13,10,5,6,61,28,16,21,15,71,74,3,2,8,40.0,40.0,2400,1,0,4,0,85,고양 오리온,16,2,24,11,35,2,43,17,19,7,1,1,25,17,6,4,63,25,17,19,32,74,88,6,1,3,40.0,40.0,2400,0,0,9,0,85
S39G01N259,2021-2022,20220325,수원 KT,23,1,28,12,40,7,49,28,22,9,1,1,15,10,2,2,72,38,12,12,15,95,87,3,1,5,40.0,40.0,2400,0,0,6,0,124,안양 KGC,17,2,21,9,30,3,27,12,42,13,2,2,6,4,1,2,71,27,17,18,23,71,77,1,0,6,40.0,40.0,2400,0,0,0,0,72
S39G01N260,2021-2022,20220326,창원 LG,20,1,24,17,41,7,44,22,33,10,0,0,11,6,3,0,77,32,18,20,12,80,88,4,1,11,40.0,40.0,2400,0,0,6,0,91,서울 SK,15,2,22,9,31,4,45,23,18,6,1,1,17,9,7,8,64,30,19,20,20,75,81,6,0,10,40.0,40.0,2400,0,0,12,0,81
S39G01N261,2021-2022,20220326,울산 현대모비스,15,2,22,12,34,3,42,21,21,2,3,3,18,11,2,2,66,26,14,14,19,65,84,7,0,9,40.0,40.0,2400,0,0,6,0,70,대구 한국가스공사,20,4,23,8,31,5,40,24,24,11,1,1,7,3,3,0,65,36,17,17,25,86,72,4,0,10,40.0,40.0,2400,0,1,10,0,107
S39G01N262,2021-2022,20220326,서울 삼성,11,1,24,12,36,3,50,21,19,6,0,0,18,15,3,2,69,27,19,22,30,75,87,4,0,9,40.0,40.0,2400,0,0,4,0,76,원주 DB,13,3,28,8,36,3,43,20,18,7,1,1,22,19,4,2,62,28,18,18,30,82,84,3,0,9,40.0,40.0,2400,1,0,10,0,94
S39G01N263,2021-2022,20220327,울산 현대모비스,20,2,23,6,29,3,43,25,16,5,0,0,11,6,6,2,59,30,18,19,25,71,70,5,0,13,40.0,40.0,2400,0,0,10,0,83,고양 오리온,20,1,19,15,34,5,54,25,17,9,1,1,12,7,7,4,72,35,13,14,39,86,84,11,1,8,40.0,40.0,2400,0,0,16,0,106
S39G01N264,2021-2022,20220327,전주 KCC,20,1,35,6,41,1,40,24,24,8,2,2,13,12,3,2,66,34,13,13,17,88,79,3,0,8,40.0,40.0,2400,0,0,9,0,113,안양 KGC,14,0,24,11,35,3,30,13,46,15,0,0,4,3,3,4,76,28,13,13,23,74,80,5,1,9,40.0,40.0,2400,0,0,5,0,72
S39G01N265,2021-2022,20220327,수원 KT,18,6,23,11,34,3,36,20,24,12,3,3,11,6,4,0,63,35,16,19,24,88,74,6,2,16,40.0,40.0,2400,0,0,14,0,104,창원 LG,16,1,13,15,28,7,47,26,23,5,1,1,24,16,3,0,71,32,18,18,11,85,95,10,1,10,40.0,40.0,2400,0,0,13,0,89
S39G01N266,2021-2022,20220405,안양 KGC,30,3,26,4,30,3,36,25,38,12,1,0,10,5,10,4,75,37,13,14,14,91,85,12,0,8,40.0,40.0,2400,0,0,20,0,118,서울 SK,20,3,34,8,42,1,42,24,25,8,2,2,13,8,5,8,69,34,14,14,14,84,82,4,0,17,40.0,40.0,2400,0,0,11,0,97
S39G01N267,2021-2022,20220405,원주 DB,19,1,27,10,37,5,46,28,21,9,2,2,15,13,3,4,69,39,13,12,18,100,84,7,1,11,40.0,40.0,2400,1,0,3,0,125,창원 LG,21,3,18,8,26,2,44,23,31,12,2,2,3,3,4,0,77,37,15,16,19,89,80,7,0,8,40.0,40.0,2400,0,0,10,0,100
S39G01N268,2021-2022,20220405,서울 삼성,18,0,22,15,37,4,48,21,27,7,1,1,11,7,1,0,76,29,19,20,30,72,87,7,1,13,40.0,40.0,2400,0,0,9,0,73,고양 오리온,22,4,30,9,39,0,37,23,28,12,1,1,23,17,8,4,66,36,15,16,41,101,89,10,0,9,40.0,40.0,2400,0,0,15,0,131
S39G01N269,2021-2022,20220405,울산 현대모비스,32,2,25,18,43,4,41,26,31,8,3,3,13,7,4,0,75,37,16,19,21,89,88,4,0,8,40.0,40.0,2400,0,0,16,0,122,전주 KCC,21,2,20,6,26,1,34,17,20,7,2,2,17,11,3,2,56,26,15,15,12,70,73,5,0,8,40.0,40.0,2400,0,0,6,0,81
S39G01N270,2021-2022,20220405,대구 한국가스공사,17,0,28,14,42,1,52,29,24,5,0,0,12,10,3,4,76,34,12,12,22,83,88,6,0,10,40.0,40.0,2400,0,0,6,0,95,수원 KT,17,0,27,5,32,4,38,22,25,7,3,3,12,10,3,4,66,32,16,17,19,81,78,9,0,13,40.0,40.0,2400,0,0,9,0,94
