gameKey,seasonName,date,H_TEAM,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_MIN_M,H_MIN_S,H_UF,H_TF,H_TOM,H_EJ,H_EFF,A_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_MIN_M,A_MIN_S,A_UF,A_TF,A_TOM,A_EJ,A_EFF
S43G01N16,2023-2024,20231029,대구 한국가스공사,18,0,17,11,28,3,41,27,21,9,2,2,19,11,3,4,64,38,18,22,26,96,83,4,0,7,40.0,40.0,2400,0,0,6,0,108,서울 SK,13,1,17,11,28,4,41,22,25,11,0,0,23,17,3,2,66,33,19,22,19,94,89,4,0,6,40.0,40.0,2400,0,0,9,0,99
S43G01N17,2023-2024,20231029,고양 소노,20,1,26,5,31,3,26,14,37,17,3,3,21,14,2,0,66,34,19,28,29,99,87,6,0,8,40.0,40.0,2400,0,0,7,0,113,울산 현대모비스,16,2,26,9,35,4,40,21,23,6,2,2,30,24,2,2,65,29,18,22,20,88,95,4,1,10,40.0,40.0,2400,0,0,5,0,96
S43G01N18,2023-2024,20231030,수원 KT,19,1,19,14,33,4,49,26,25,8,1,1,7,6,4,2,75,35,15,17,20,84,82,11,1,11,40.0,40.0,2400,0,0,14,0,99,원주 DB,18,6,21,9,30,3,37,24,23,9,0,0,21,16,8,2,60,33,15,15,22,91,81,8,1,14,40.0,40.0,2400,0,0,7,0,109
S43G01N19,2023-2024,20231031,안양 정관장,14,4,24,13,37,3,46,22,22,5,2,1,16,14,2,2,70,28,18,20,34,75,86,4,0,8,40.0,40.0,2400,0,0,4,0,85,울산 현대모비스,22,3,26,12,38,2,48,28,18,4,2,2,19,14,3,2,68,34,18,19,21,86,87,5,1,5,40.0,40.0,2400,0,0,6,0,111
S43G01N20,2023-2024,20231031,서울 삼성,15,5,21,13,34,6,39,20,22,10,1,1,23,12,0,0,62,31,18,24,29,84,85,3,0,11,40.0,40.0,2400,0,0,7,0,94,대구 한국가스공사,10,1,23,6,29,3,44,23,17,4,1,1,25,20,2,2,62,28,19,22,21,80,87,7,1,4,40.0,40.0,2400,0,0,8,0,86
S43G01N21,2023-2024,20231102,창원 LG,21,3,29,16,45,4,45,25,23,7,0,0,26,16,4,2,68,32,17,17,24,87,94,6,0,10,40.0,40.0,2400,0,0,9,0,110,고양 소노,21,2,20,4,24,5,21,9,38,14,4,4,8,5,2,0,63,27,19,22,40,73,71,6,1,11,40.0,40.0,2400,1,0,10,0,80
S43G01N22,2023-2024,20231102,서울 삼성,18,2,26,17,43,1,38,18,33,7,2,2,19,13,3,2,73,27,16,17,30,74,92,3,1,16,40.0,40.0,2400,0,0,7,0,72,안양 정관장,18,4,28,15,43,6,59,32,21,6,3,2,13,10,3,4,83,40,19,22,18,96,96,11,0,6,40.0,40.0,2400,0,0,22,0,126
S43G01N23,2023-2024,20231103,울산 현대모비스,19,5,18,12,30,3,56,29,16,4,1,1,12,7,11,6,73,34,19,18,21,79,85,6,0,7,40.0,40.0,2400,0,1,10,0,91,부산 KCC,21,0,27,15,42,5,54,30,21,7,0,0,12,10,3,0,75,37,17,18,22,91,87,3,0,8,40.0,40.0,2400,0,0,4,0,114
S43G01N24,2023-2024,20231103,대구 한국가스공사,10,0,18,16,34,5,44,17,31,10,0,0,19,15,1,0,75,27,17,16,24,79,94,7,0,11,40.0,40.0,2400,1,0,11,0,72,원주 DB,23,6,29,8,37,3,38,21,25,12,3,3,10,10,7,8,66,36,19,22,23,94,76,9,0,15,40.0,40.0,2400,0,0,11,0,127
S43G01N25,2023-2024,20231104,창원 LG,18,3,35,8,43,3,49,22,19,6,0,0,11,7,9,2,68,28,15,15,22,69,79,10,0,7,40.0,40.0,2400,0,0,18,0,95,서울 SK,12,2,31,10,41,4,44,14,21,5,0,0,11,7,0,0,65,19,17,19,20,50,76,6,1,12,40.0,40.0,2400,0,0,2,0,52
S43G01N26,2023-2024,20231104,안양 정관장,19,3,28,9,37,3,41,22,26,9,1,1,10,9,1,2,68,32,18,19,14,82,78,0,0,12,40.0,40.0,2400,0,0,5,0,95,고양 소노,15,3,23,11,34,4,33,16,40,13,3,3,11,7,2,2,76,32,17,17,20,84,87,6,0,8,40.0,40.0,2400,0,0,15,0,90
S43G01N27,2023-2024,20231104,서울 삼성,19,4,30,20,50,2,52,24,21,6,1,1,29,19,4,2,74,31,20,24,29,87,103,2,1,12,40.0,40.0,2400,0,0,2,0,98,수원 KT,19,7,22,7,29,7,56,26,10,5,1,0,26,23,2,0,67,31,20,27,22,90,93,9,0,3,40.0,40.0,2400,0,0,4,0,119
S43G01N28,2023-2024,20231105,울산 현대모비스,24,1,25,19,44,4,51,26,26,5,0,0,15,12,9,0,77,31,19,22,24,79,92,5,0,15,40.0,40.0,2400,0,1,6,0,93,원주 DB,17,3,24,13,37,6,52,24,23,7,1,1,26,19,4,2,76,32,17,17,18,90,102,7,0,7,40.0,40.0,2400,0,0,14,0,102
S43G01N29,2023-2024,20231105,대구 한국가스공사,19,0,21,14,35,1,44,18,29,11,1,1,13,9,2,3,74,30,18,18,26,80,87,6,0,8,40.0,40.0,2400,0,0,14,0,85,안양 정관장,19,5,26,8,34,6,48,30,18,6,2,2,9,9,5,6,68,38,17,18,14,91,77,5,0,12,40.0,40.0,2400,0,0,6,0,118
S43G01N30,2023-2024,20231106,수원 KT,28,7,37,12,49,7,38,24,19,10,7,5,18,13,9,4,64,39,15,15,15,101,82,4,0,14,40.0,40.0,2400,0,0,8,0,152,고양 소노,11,4,13,9,22,0,24,8,49,12,1,1,12,11,1,0,74,21,13,15,30,65,86,12,0,6,40.0,40.0,2400,0,0,11,0,54
S43G01N31,2023-2024,20231107,안양 정관장,9,7,32,10,42,2,50,25,18,4,1,1,16,10,3,4,69,30,16,17,18,74,85,10,0,8,40.0,40.0,2400,0,1,10,0,91,부산 KCC,20,1,29,10,39,4,40,17,26,8,2,2,18,10,8,0,68,27,15,15,23,72,86,5,0,13,40.0,40.0,2400,0,0,6,0,79
S43G01N32,2023-2024,20231107,원주 DB,23,5,29,13,42,4,50,31,23,6,1,1,13,12,12,6,74,38,18,19,24,94,87,9,1,10,40.0,40.0,2400,0,0,13,0,129,서울 삼성,16,1,20,7,27,6,44,18,15,3,2,2,18,9,3,2,61,23,16,17,24,58,79,7,2,16,40.0,40.0,2400,0,0,2,0,50
S43G01N33,2023-2024,20231109,수원 KT,22,2,32,11,43,4,45,28,21,6,1,1,21,15,9,8,67,35,16,18,16,91,88,6,1,6,40.0,40.0,2400,0,0,14,0,123,대구 한국가스공사,12,1,18,11,29,3,38,23,28,4,0,0,20,11,3,2,66,27,18,21,29,69,86,3,0,8,40.0,40.0,2400,0,0,2,0,61
S43G01N34,2023-2024,20231109,울산 현대모비스,17,4,28,8,36,5,46,24,17,5,1,1,16,12,6,0,64,30,16,15,20,77,80,6,1,13,40.0,40.0,2400,1,1,9,1,93,서울 삼성,20,2,25,7,32,6,38,15,23,7,3,3,17,12,2,0,64,25,18,20,29,69,81,9,1,11,40.0,40.0,2400,0,0,7,0,82
S43G01N35,2023-2024,20231110,창원 LG,26,3,31,9,40,1,39,18,28,16,5,5,16,10,6,5,72,39,19,21,24,104,88,5,0,4,40.0,40.0,2400,0,0,6,0,136,부산 KCC,15,1,27,5,32,2,41,19,21,9,0,0,27,19,3,2,62,28,15,15,18,84,89,1,0,5,40.0,40.0,2400,0,1,5,0,88
S43G01N36,2023-2024,20231110,원주 DB,25,4,22,8,30,3,36,21,27,8,3,3,28,22,7,4,66,32,20,23,21,94,94,7,0,9,40.0,40.0,2400,1,0,9,0,114,안양 정관장,17,1,23,17,40,3,55,25,19,8,2,2,26,21,4,0,76,35,15,19,19,99,102,5,0,8,40.0,40.0,2400,1,0,9,0,111
S43G01N37,2023-2024,20231111,서울 삼성,18,2,25,13,38,3,52,23,22,7,1,1,13,11,1,2,75,31,19,21,22,80,88,7,0,8,40.0,40.0,2400,0,1,11,0,94,서울 SK,19,3,26,11,37,5,47,23,20,6,0,0,23,18,8,6,67,29,17,18,26,82,90,7,0,10,40.0,40.0,2400,0,0,7,0,100
S43G01N38,2023-2024,20231111,대구 한국가스공사,17,1,20,12,32,0,42,25,21,9,2,1,17,11,3,4,65,35,18,20,21,90,82,8,0,11,40.0,40.0,2400,1,0,17,0,101,고양 소노,17,1,17,8,25,1,22,13,35,17,3,3,21,17,3,4,60,33,17,19,31,100,81,8,0,12,40.0,40.0,2400,0,0,9,0,109
S43G01N39,2023-2024,20231111,수원 KT,15,1,26,13,39,3,44,17,18,10,1,1,16,9,2,2,63,28,18,21,20,75,79,4,2,11,40.0,40.0,2400,0,0,6,0,82,울산 현대모비스,14,4,21,15,36,4,49,25,23,4,0,0,17,12,4,0,72,29,17,18,16,74,89,6,0,8,40.0,40.0,2400,0,0,13,0,82
S43G01N40,2023-2024,20231112,원주 DB,29,2,28,9,37,0,36,24,31,13,3,3,13,13,8,6,70,40,17,21,27,106,83,3,0,8,40.0,40.0,2400,0,0,11,0,139,서울 SK,16,1,20,16,36,3,54,21,18,6,0,0,19,16,3,2,72,27,17,17,21,76,91,4,2,7,40.0,40.0,2400,0,0,2,0,79
S43G01N41,2023-2024,20231112,안양 정관장,17,5,35,11,46,1,46,24,19,8,3,3,9,7,2,0,68,35,17,17,16,85,77,5,0,17,40.0,40.0,2400,0,0,8,0,107,창원 LG,20,6,22,14,36,1,52,18,23,6,3,3,11,11,4,4,78,27,17,17,27,71,89,12,1,7,40.0,40.0,2400,0,1,17,0,87
S43G01N42,2023-2024,20231112,고양 소노,21,2,25,7,32,3,29,14,42,19,1,1,7,6,2,0,72,34,17,20,19,93,79,4,0,9,40.0,40.0,2400,0,0,10,0,107,부산 KCC,21,5,23,3,26,6,39,25,20,5,1,1,19,17,7,2,60,31,16,18,14,84,79,6,0,8,40.0,40.0,2400,0,0,2,0,109
S43G01N43,2023-2024,20231113,울산 현대모비스,13,0,26,14,40,1,48,21,26,5,0,0,4,4,4,2,74,26,17,19,23,61,78,7,1,11,40.0,40.0,2400,1,0,7,0,62,수원 KT,11,2,26,13,39,8,44,25,24,3,2,2,18,14,6,6,70,30,13,12,20,77,88,7,0,9,40.0,40.0,2400,0,1,9,0,91
S43G01N44,2023-2024,20231114,원주 DB,21,3,28,14,42,5,43,19,24,11,3,2,18,12,6,2,70,32,16,17,18,87,88,5,0,10,40.0,40.0,2400,0,0,5,0,109,부산 KCC,18,3,22,17,39,2,48,23,30,10,0,0,14,9,3,4,78,33,19,20,22,85,92,5,0,7,40.0,40.0,2400,0,0,7,0,95
S43G01N45,2023-2024,20231114,서울 삼성,12,1,27,29,56,2,54,19,22,2,3,3,20,13,1,0,79,24,20,23,25,63,99,5,0,13,40.0,40.0,2400,0,0,4,0,64,안양 정관장,14,8,25,6,31,6,44,25,22,5,1,1,17,14,2,0,67,31,18,19,25,81,84,8,0,7,40.0,40.0,2400,0,0,6,0,102
S43G01N46,2023-2024,20231116,원주 DB,20,6,27,14,41,3,46,23,21,7,4,4,12,6,6,2,71,34,16,17,25,81,83,7,0,10,40.0,40.0,2400,0,0,13,0,105,울산 현대모비스,16,2,26,16,42,2,50,19,25,8,2,2,8,6,3,4,77,29,18,18,21,72,85,6,3,9,40.0,40.0,2400,0,0,2,0,78
S43G01N47,2023-2024,20231116,대구 한국가스공사,15,0,24,13,37,2,36,19,27,10,0,0,15,6,0,0,63,29,19,23,30,74,78,1,0,11,40.0,40.0,2400,0,0,0,0,75,서울 SK,14,2,24,9,33,1,49,24,14,3,2,2,16,15,6,6,65,29,19,21,21,76,81,6,2,4,40.0,40.0,2400,0,0,6,0,89
S43G01N48,2023-2024,20231117,부산 KCC,14,1,36,13,49,7,42,21,21,5,1,1,25,19,3,0,64,27,16,17,21,78,89,5,0,18,40.0,40.0,2400,0,0,2,0,93,고양 소노,13,3,23,9,32,3,36,16,38,9,2,2,10,6,4,2,76,27,19,22,29,69,86,12,1,7,40.0,40.0,2400,0,0,20,0,71
S43G01N49,2023-2024,20231117,안양 정관장,25,1,13,10,23,5,43,21,25,7,1,1,17,12,2,0,69,29,16,16,19,77,86,6,0,13,40.0,40.0,2400,0,0,11,0,79,창원 LG,26,2,29,8,37,0,39,28,24,11,4,4,10,9,8,4,67,43,18,21,32,106,77,9,1,13,40.0,40.0,2400,0,0,17,0,141
S43G01N50,2023-2024,20231118,수원 KT,22,1,21,5,26,4,32,19,29,10,4,4,20,11,3,2,65,33,16,18,24,87,85,11,0,14,40.0,40.0,2400,0,0,17,0,96,서울 SK,20,5,27,17,44,2,49,29,30,11,0,0,14,11,7,0,79,40,19,21,24,102,93,13,0,14,40.0,40.0,2400,0,0,13,0,130
S43G01N51,2023-2024,20231118,울산 현대모비스,19,2,29,14,43,4,51,21,22,6,1,1,25,19,4,2,74,28,18,19,18,81,99,8,0,9,45.0,45.0,2700,0,0,10,0,96,대구 한국가스공사,10,2,33,9,42,4,50,22,25,9,0,0,10,9,1,2,75,31,18,24,26,80,85,4,1,10,45.0,45.0,2700,0,0,0,0,86
S43G01N52,2023-2024,20231118,원주 DB,24,4,34,9,43,2,42,28,28,9,3,3,15,13,7,4,73,40,19,26,25,102,88,9,0,12,40.0,40.0,2400,0,0,9,0,137,서울 삼성,17,0,22,13,35,3,56,26,19,2,0,0,24,15,4,4,75,28,17,20,27,73,99,9,0,11,40.0,40.0,2400,0,0,2,0,70
S43G01N53,2023-2024,20231119,창원 LG,17,3,22,13,35,4,38,21,26,8,1,1,14,9,4,2,65,30,17,17,19,77,79,8,0,10,40.0,40.0,2400,0,0,9,0,94,대구 한국가스공사,16,1,19,4,23,5,36,19,19,7,0,0,8,3,1,0,55,26,21,23,23,62,63,5,2,13,40.0,40.0,2400,0,0,6,0,63
S43G01N54,2023-2024,20231119,안양 정관장,22,3,26,14,40,2,50,21,22,11,2,2,7,5,4,4,74,34,17,17,16,84,81,7,1,10,40.0,40.0,2400,0,0,15,0,105,부산 KCC,16,4,22,11,33,5,35,18,30,9,0,0,15,11,8,6,65,27,17,17,20,74,80,6,1,12,40.0,40.0,2400,0,0,6,0,83
S43G01N55,2023-2024,20231119,고양 소노,22,1,13,14,27,0,27,12,40,17,2,2,17,12,3,0,69,31,20,23,23,91,86,12,2,10,40.0,40.0,2400,0,0,14,0,98,원주 DB,22,1,22,10,32,4,34,21,20,11,3,3,19,18,1,2,57,35,17,18,13,99,76,6,0,17,40.0,40.0,2400,0,0,10,0,124
S43G01N56,2023-2024,20231120,서울 SK,21,5,21,15,36,4,57,30,17,4,3,3,5,4,4,2,77,37,18,20,17,82,82,8,0,7,40.0,40.0,2400,0,0,17,0,108,서울 삼성,17,3,24,15,39,1,40,17,23,9,1,1,19,12,3,0,64,27,15,15,22,75,83,2,1,11,40.0,40.0,2400,0,0,7,0,81
S43G01N57,2023-2024,20231121,수원 KT,18,3,14,15,29,9,49,17,28,7,7,7,2,2,4,2,84,31,17,19,24,71,86,7,1,11,40.0,40.0,2400,0,0,12,0,72,원주 DB,19,9,32,15,47,4,44,23,21,5,3,3,21,20,5,2,68,31,11,10,26,87,89,9,1,15,40.0,40.0,2400,1,0,10,0,121
S43G01N58,2023-2024,20231121,대구 한국가스공사,24,0,18,8,26,4,45,27,25,10,1,1,15,7,5,6,71,38,18,20,20,93,86,6,0,5,40.0,40.0,2400,0,0,13,0,107,안양 정관장,26,4,23,5,28,3,35,23,25,13,2,1,14,11,2,0,62,37,17,20,17,98,76,2,1,11,40.0,40.0,2400,0,0,3,0,121
S43G01N59,2023-2024,20231123,창원 LG,23,0,25,14,39,5,46,20,27,14,2,1,14,13,4,0,75,35,19,19,15,97,89,7,1,11,40.0,40.0,2400,0,0,9,0,118,울산 현대모비스,14,3,21,7,28,3,44,22,18,6,1,1,16,12,3,2,63,29,17,18,17,76,79,5,1,14,40.0,40.0,2400,0,0,4,0,76
S43G01N60,2023-2024,20231123,서울 삼성,21,2,36,13,49,7,53,30,15,2,2,2,23,14,5,2,70,34,19,19,32,84,93,5,0,15,40.0,40.0,2400,1,0,4,0,108,대구 한국가스공사,7,2,25,10,35,1,51,22,21,3,1,0,14,10,3,2,73,25,19,29,26,63,87,12,0,10,40.0,40.0,2400,0,0,8,0,58
S43G01N61,2023-2024,20231124,안양 정관장,16,3,18,14,32,5,41,21,28,9,0,0,23,16,3,0,69,30,14,14,24,85,92,7,0,9,40.0,40.0,2400,0,0,13,0,93,수원 KT,27,3,28,11,39,2,35,23,32,12,5,4,6,4,3,0,72,39,20,22,26,94,78,5,0,12,40.0,40.0,2400,0,0,11,0,123
S43G01N62,2023-2024,20231124,서울 SK,18,1,33,14,47,1,55,29,20,5,0,0,17,13,11,10,75,34,19,23,20,86,92,6,1,12,40.0,40.0,2400,0,0,4,0,101,원주 DB,20,2,24,11,35,7,44,23,30,6,1,1,20,14,8,4,75,30,16,16,18,80,95,7,0,7,40.0,40.0,2400,1,0,11,0,93
S43G01N63,2023-2024,20231125,창원 LG,15,3,34,15,49,6,46,23,22,6,0,0,21,16,2,0,68,29,18,20,17,80,89,9,0,10,40.0,40.0,2400,0,0,6,0,108,고양 소노,7,1,21,11,32,2,28,10,36,5,1,1,16,12,0,0,65,16,18,21,27,49,81,6,1,10,40.0,40.0,2400,0,0,4,0,33
S43G01N64,2023-2024,20231125,서울 삼성,10,2,19,14,33,6,49,23,20,5,1,1,9,3,0,0,70,29,15,14,18,66,79,7,1,12,40.0,40.0,2400,0,1,4,0,64,울산 현대모비스,18,5,25,11,36,4,47,25,16,5,2,2,14,11,5,4,65,32,15,15,16,80,79,6,0,10,40.0,40.0,2400,0,0,17,0,103
S43G01N65,2023-2024,20231125,부산 KCC,14,2,21,9,30,1,39,20,23,8,0,0,21,17,4,0,62,28,15,15,23,81,83,3,0,9,40.0,40.0,2400,0,0,6,0,84,대구 한국가스공사,16,1,26,4,30,2,45,28,24,11,0,0,8,7,4,2,69,39,17,22,21,96,77,4,1,7,40.0,40.0,2400,0,1,7,0,110
S43G01N66,2023-2024,20231126,수원 KT,15,4,15,11,26,6,32,16,29,11,4,3,23,17,2,2,65,30,19,26,28,88,88,7,0,8,40.0,40.0,2400,0,0,7,0,97,서울 삼성,13,3,25,14,39,3,36,16,22,7,3,3,26,24,0,0,61,26,20,24,26,83,87,5,1,14,40.0,40.0,2400,0,0,6,0,94
S43G01N67,2023-2024,20231126,안양 정관장,17,0,16,8,24,3,41,20,32,10,0,0,13,10,1,0,73,30,17,18,25,80,86,8,1,5,40.0,40.0,2400,0,0,12,0,80,원주 DB,26,7,32,7,39,2,43,27,18,9,3,3,10,10,1,2,64,39,20,21,29,97,74,5,1,13,40.0,40.0,2400,0,0,5,0,137
S43G01N68,2023-2024,20231126,고양 소노,21,2,27,6,33,2,34,16,34,14,0,0,12,10,6,2,68,30,18,22,25,84,80,3,2,6,40.0,40.0,2400,0,0,7,0,97,서울 SK,19,4,26,13,39,8,43,20,25,7,1,1,20,14,5,2,69,28,18,20,22,77,89,4,1,9,40.0,40.0,2400,0,0,4,0,94
S43G01N69,2023-2024,20231127,부산 KCC,17,0,29,8,37,1,48,26,16,6,2,2,21,17,11,6,66,34,16,16,16,91,87,7,0,14,40.0,40.0,2400,0,0,10,0,103,울산 현대모비스,21,2,26,12,38,1,46,28,28,6,1,1,10,8,8,6,75,35,19,25,18,84,85,10,0,15,40.0,40.0,2400,0,0,10,0,99
S43G01N70,2023-2024,20231128,수원 KT,20,5,23,13,36,4,36,19,33,14,1,1,16,11,4,2,70,34,18,20,27,93,86,10,0,13,40.0,40.0,2400,0,0,13,0,114,창원 LG,22,0,24,18,42,2,40,20,31,12,0,0,18,12,5,2,71,32,16,16,22,88,89,4,1,14,40.0,40.0,2400,0,0,12,0,98
S43G01N71,2023-2024,20231128,고양 소노,21,2,19,5,24,4,32,19,30,11,3,3,11,9,1,0,65,33,15,15,23,86,76,5,1,6,40.0,40.0,2400,0,0,16,0,101,안양 정관장,17,1,26,9,35,3,36,20,29,12,0,0,8,6,1,2,65,32,15,16,19,82,73,4,1,12,40.0,40.0,2400,1,0,2,0,94
S43G01N72,2023-2024,20231130,부산 KCC,14,1,24,8,32,4,37,17,24,6,3,3,18,13,3,0,64,26,15,16,18,71,82,7,0,15,40.0,40.0,2400,0,0,9,0,71,수원 KT,25,2,30,17,47,1,38,23,34,9,4,4,10,4,6,4,76,36,19,23,20,85,86,13,0,15,40.0,40.0,2400,0,0,16,0,112
S43G01N73,2023-2024,20231130,서울 SK,17,1,20,5,25,2,40,19,16,5,1,1,21,18,3,2,57,25,17,17,23,73,78,6,0,6,40.0,40.0,2400,0,0,10,0,83,창원 LG,22,3,26,20,46,1,43,15,32,17,0,0,8,6,1,0,75,32,19,20,28,87,83,5,3,8,40.0,40.0,2400,0,0,5,0,108
S43G01N74,2023-2024,20231201,안양 정관장,14,3,15,10,25,2,43,26,17,2,5,3,17,13,2,0,65,31,14,15,21,77,82,4,0,9,40.0,40.0,2400,0,0,8,0,78,울산 현대모비스,26,0,24,15,39,1,56,34,16,8,2,2,14,12,5,2,74,44,18,20,17,108,88,9,2,5,40.0,40.0,2400,0,0,10,0,144
